"ser_id";"ser_nombre";"ser_fk_empresa"
4385;"MANO DE OBRA KIT ACCESORIOS";1
4386;"M.O KIT ACCESORIOS Y BOMBA AGUA";1
4387;"M.O  CAMBIO KIT REPARTICION Y BOMBA AGUA";1
4388;"RECTIFICAR VOLANTE";2
4389;"CAMBIO ACEITE MOTOR 15 W 40 DELVAC";1
4390;"INSTALACION LLANTAS";1
4391;"CAMBIO DE ACEITE 10 W 40 ELF , FILTRO ACEITE SIN A";1
4392;"INYECTOR ROJO ";1
4393;"INYECTOR ROJO INSTALADO";1
4394;"ACEITE 10 W 40 CASTROL Y FILTROS   ";1
4395;"ESCANEO VEHICULO ";1
4396;"INSTALACION ELECTRICA MILLARE";1
4397;"SE DA CUERPO ACELERACION POR GARANTIA";1
4398;"REALIZAR DIAGNOSTICO Y LLAMAR AL CLIENTE PAR AUTOR";1
4399;"MANTENIMIENTO REVISION TURBO";1
4400;"REVISION TURBO";1
4401;"CAMBIO DE TIJERAS DELANTERAS";2
4402;"KM REAL 57646";1
4403;"CAMBIO DE PUNTA EJE IZQUIERDA POR GARANTIA";1
4404;"SE CAMBIAN  PASTILLAS POR GARANTIA";1
4405;"ABONO 900000";1
4406;"KM REAL 104207";1
4407;"ALIENACION ";1
4408;"MANTENIMIENTO TERMINAL IZQUIERDA DELANTARA";2
4409;"MANTENIMIENTO TERMINAL IZQUIERDA DELANTERA COMPLET";2
4410;"RECTIFICACION PERNO";2
4411;"REVISAR CORTO LIMPIABRISAS";1
4412;"MANTENIMIENTO MORDAZAS Y ENGRASAR PASADORES ";2
4413;"REVISIÛN TECNO";2
4414;"GRADUAR CLUTCH ";2
4415;"CAMBIO 2 CHAPAS";2
4416;"CHECKIN ENCENDIDO";1
4417;"RETENCION BOLD ";2
4418;"REVISAR BOMBA HIDRAULICO  SUENA";1
4419;"REVISION  FRENOS TRASEROS";1
4420;"CAMBIO DE BUJES, ESPIRAL Y MU—ECOS";1
4421;"REVISION GENERAL TECNOMECANICA";1
4422;"REVISON GENERAL   ";1
4423;"REPARACIÛN EXOSTO";2
4424;"CAMBIAR TAPA DEPOSITO REFRIGERANTE ";1
4425;"RETENEDOR LADO IZQUIERDO ORG CON MANO DE OBRA ";1
4426;"RETENEDOR LADO CAJA IZQ ORG CON MANO OBRA ";1
4427;"CONSUME GASOLINA";1
4428;"6 CUARTOS DE ACEITE 10 W 30 MOBIL";1
4429;"CAMBIO HOJAS DE MUELLE";2
4430;"ARREGLO MANGUERA HIDRAULICA";1
4431;"CEL 3156815356 EDNA";1
4432;"REVISION CONSUMO GARANTIA";1
4433;"REVISION Y MANTENIMIENTO FRENOS GENERAL";1
4434;"MANO DE OBRA CAMBIO BUJES";1
4435;"ARREGLO PROTECTOR CON TORNILLOS ";1
4436;"CLIENTE CANCELO ANTICIPADAMENTE SE HACE ORDEN POR ";1
4437;"KM 115283 REAL";1
4438;"CAMBIO ACEITE CAJA  AUTOMATICA";1
4439;"ARREGLO AIRE ACONDICIONADO Y RECARGA ";1
4440;"10 CUARTOS DE ACEITE EN TOTAL";1
4441;"BOSTER INSTALADO ";1
4442;"POLEA DAMPER";1
4443;"CAMBIO DE ACEITE 5 W 30 CASTROL CON FILTROS";1
4444;"DESCUENTO 30000";1
4445;"M.O CAMBIO AMORTIGUADORES DELANTEROS";1
4446;"CLIENTE ENVIAD DE TRANHERVEO ";1
4447;"REVISAR ELECTRONICO  VEHICULO BLOQUEADO";1
4448;"CAMBIO MOTOR  ";1
4449;"ABONO  5000000";1
4450;"KM REAL 209617";1
4451;"REVISION ELECTRONICA";1
4452;"ARREGLO PROTECTOR Y TORNILLOS";1
4453;"EL CARRO HA ESTADO DE PRUEBA ";1
4454;"DISCOS Y PASTILLAS CON MANO OBRA ";1
4455;"MANO DE OBRA CAMBIO DE FRENOS";2
4456;"CAMBIO DE ACEITE 10 W 40 CASTROL Y FILTRO DE ACEIT";1
4457;"CAMBIO DE ACEITE 10 W 40 ELF Y FILTRO ACEITE SIN A";1
4458;"CLIENTE TRAE FILTRO DE AIRE";1
4459;"PENDIENTE VALIDAR DATOS DE CLIENTE";1
4460;" OSCAR 3153657319  ";1
4461;"CORREGIR CORTO   ";1
4462;"SENSOR DE OXIGENO CON MANO DE OBRA ";1
4463;"TERMOSTATO   ";1
4464;"CAMBIO DE  TERMOSTATO Y BASE";1
4465;"CAMBIO  DE ACEITE 5 W 30 CASTROL Y FILTROS";1
4466;"REVISION DE CAJA DE CAMBIOS";1
4467;"CARRO NO ENCIENDE ";1
4468;"KM 72816";1
4469;"SE PASA A BOMBRE DEL HIJO LA FACT ANTERIOR ";1
4470;"RECTIFICACIÛN DE MUELLE POR GOLPE";2
4471;"CLIENTE INFORMA QUE CAMBIA BOMBA AGUA  PROXIMO CAM";1
4472;"LLANTA DELANTERA IZQ REVISAR TIRA PARA ESE LADO";1
4473;"MANO OBRA TIJERA";1
4474;"CAMBIO AXIALES  ";2
4475;"SERVICIO SCANER";1
4476;"REPARACION GUAYA CLUTCH";2
4477;"CAMBIO KIT DE REPARTICION";2
4478;"PURGAR ACEITE TRANSMISIÛN";2
4479;"MANO DE OBRA ARRANQUE ";1
4480;"SINCRONIZACIÛN ";2
4481;"CAMBIO RODAMIENTO DERECHO";2
4482;"SERVICIO PRENSA";2
4483;"MANO DE OBRA CAMBIO TUBO Y TERMOSTATO";1
4484;"KM REAL 175375";1
4485;"ABONO  2000000 06/10/2023 BANCOLOMBIA ";1
4486;"KM REAL 65073";1
4487;"REVISION CORRECION FUGA ACEITE";1
4488;"M.O EMPAQUETAR CARTER DESCUENTO";1
4489;"CAMBIO BANDAS DE FRENOS";2
4490;"CAMBIO MUÒECOS GARANTIA";2
4491;"SINCRONIZACION Y MANO OBRA MULTIPLE";1
4492;"SE LE INFORMA AL CLIENTE QUE SE DEBE CAMBIAR CLOSH";1
4493;"EL CLIENTE INDICA QUE IBA A ESPERAR ";1
4494;"REVISAR Y AJUSTAR SUSPENSION ";1
4495;"REVISION ELECTRICA   ";1
4496;"CAMBIO DE ACEITE MANO DE OBRA";2
4497;"IVA";2
4498;"VEHICULO EN GRUA";1
4499;"REVISAR RUIDO DE RODAMIENTOS O EJES DELANTEROS";1
4500;"CAMBIO GUAYA ACELERADOR";2
4501;"ABRAZADERA Y M.O ";1
4502;"NO ENTRA LOS CAMBIOS , SE PEGA EL CLOSH";1
4503;"REVISAR    ";1
4504;"RODAMIENTO TRASERO DERECHO SUENA";1
4505;"REVISAR ACEITE MOTOR";1
4506;"REVISAR RUIDO PARTE ATRAS, Y  AMORTIGUADORES ";1
4507;"COLOCAR DOS LLANTAS ";1
4508;"CAMBIO DE BOSTER Y MANO DE OBRA";1
4509;"KM 79731";1
4510;"KM REAL 39950";1
4511;"ALINEACION BALANCEO LLANTAS";1
4512;"SOPORTE SUPERIOR DE MOTOR";1
4513;" 2 BOBINAS";1
4514;"REVISAR BANDAS TRASERAS ";1
4515;"COMPLETAR NIVEL DE LIQUIDO DE FRENOS";2
4516;"PURGAR LÕQUIDO HIDR¡ULICO ";2
4517;"MANO DE OBRA CAMBIO DAMPER";1
4518;"SALDO 1200000 ABONO 1000000";1
4519;"CAMBIO DE ACEITE 10 W 40 CASTROL Y FILTROS";2
4520;"CAMBIO DE ACEITE CASTROL 5 W 30 Y FILTROS";2
4521;"M.O CAMBIO DAMPER";1
4522;"GUARDAPOLVO LADO CAJA";1
4523;"CUALQUIER NOVEDAD AVISAR AL CLIENTE";1
4524;"GUARDAPOLVO DIRECCION";1
4525;"FUGA CAJA DIRECCION ";1
4526;"TARRO RECUPERADOR INSTALADO";1
4527;"ACEITE SHELIX 5 W 30 ";1
4528;"ACEITE SHELL HELIX  5 W 30 ";1
4529;"RODAMIENTOS DE AMORTIGUADORES";2
4530;"ARREGLO CAJA DIRECCION 18/10/2023 GARANTIA ";1
4531;"M.O CAMBIO GUARDAPOLVO";1
4532;"M.O FRENOS TRASERO  ";1
4533;"M.O ENGRASAR RODAMIENTO DELANTERO DERECHO";1
4534;"TENSOR DE REPARTICION Y MANO DE OBRA ";1
4535;"CAJA DE DIRECCION DUSTER 2.0";1
4536;"CAMBIO EJES DER E IZQ";1
4537;"MANO DE OBRA CAMBIO EJES ";1
4538;"NO ENTRAN LOS CAMBIOS BIEN , REVERSA ";1
4539;"TIENE JUEGO LA BARRA DE CAMBIOS";1
4540;"CORRECCIÛN  CAMBER";2
4541;"CAMBIO DE ACEITE MOBIL 10W30";2
4542;"PURGA DE FRENOS";2
4543;"CAMBIO ACEITE AC DELCO 5W30";2
4544;"PENDIENTE ALINEACIÛN ";2
4545;"CAMBIO ACEITE CASTROL 10W40";2
4546;"MANO DE OBRA CAMBIO AMORT CON MUÒECOS";1
4547;"CAMBIO ACEITE CASTROL 5W30";2
4548;"GARANTIA BOMBA AGUA";1
4549;"MANO DE OBRA CAMBIO CORREA ACCESORIOS";1
4550;"PENDI CONFIRMAR KM REAL";1
4551;"KM REAL 121000";1
4552;"ABONO 270000";1
4553;"RIEL INYECTORES";1
4554;"CAMBIO DE ACEITE CAJA";2
4555;"CALIBRACION CON NIRT”GENO";2
4556;"REVISAR TODO EL CARRO";1
4557;"CABRILLA DIRECCION ";1
4558;"PERILLA CONTROL CAMBIOS";1
4559;"PALOMERA DEL PISO TRASERA";1
4560;"HACER FACT ELECTRONICA";1
4561;"ENVIAR PRIMERO COTIZACION";1
4562;"HACER FACT ELECTRONICA PARA CIERRE MES ";1
4563;"A NOMBRE DE CLIENTE REMISION ";1
4564;"VEHICULO LLEGA EN GRUA   ";1
4565;"HUMO POR EL CAPO ";1
4566;"REVISAR LA PARTE ELECTRICA , NO FUNCIONA LIMPIAVID";1
4567;"NO BOTA AGUA ";1
4568;"BUJES DE BARRA ESTABILIZADORA DELANTEROS";2
4569;"BUJES DE BARRA ESTABILIZADORA TRASEROS";2
4570;"JUEGO DE TORNILLOS ARREGLO PROTECTOR RECTIFICAR RO";1
4571;"SUSPENDER CALEFACCION";1
4572;"M.O CAMBIO EJE PERILLA";1
4573;"DESCUENTO PAGO EFECTIVO TRASFERENCIA TOTAL PAGAR  ";1
4574;"MO COLOCAR BOMBA";2
4575;"PURGA DE SISTEMA DE CLUTCH";2
4576;"SERVICIO DISCOS INSTALACION";2
4577;"MONTAJE LLANTAS TRASERAS";2
4578;"BALANCEO 2 LLANTAS ";2
4579;"CAMBIO DE RODAMIENTO";2
4580;"REPARAR VEHIVULO";1
4581;"REVISION TARRO DE AGUA";1
4582;"REVISION DIRECCION HIDRAULICA";1
4583;"CAMBIO DE FILTRO DE CARTER";2
4584;"CAMBIO DE EMPAQUE DE CARTER";2
4585;"CAMBIO BALLESTA";2
4586;"KM REAL 147725";1
4587;"CAMBIO DE RETENEDOR VOLANTE";1
4588;"CAMBIO DE COPELA Y RODAMIENTO";2
4589;"CAMBIAR COPELAS DELANTERAS";1
4590;"CAMBIO COPELAS DELANTERAS";1
4591;"REVISAR AMORTIGUADORES GENERAL";1
4592;"MANO DE OBRA CAMBIO DE KIT ACCESORIOS";1
4593;"VIENE EL SABADO   ";1
4594;"JUAN CARLOS";1
4595;" CUALQUIER NOVEDAD AVIDAR AL CLIENTE";1
4596;"BOMBILLO IZQUIERDO ESTACIONARIA ";1
4597;"PREGUNTAR PROTECTOR INYECTOR ";1
4598;"CELULAR EDGAR 3174343422 LLAMAR PARA INFORMAR TAMB";1
4599;"MANO DE OBRA    ";2
4600;"GARANTIA 6 MESES ";1
4601;"REVISAR FAROLA DERECHA NO FUNCIONCA SERVIA";1
4602;"FALLA SITEMA HIDRAULICO";1
4603;"RUIDO EN MITAD DE LA CAJA ";1
4604;"KM REAL 102500";1
4605;"DESPINCHADA PARCHE GRANDE";2
4606;"CAMBIO DE ACEITE 20W50 Y FILTROS ";1
4607;"CAMBIO DE ACEITE MOTORCRAFT 5W30";2
4608;"SINCRONIZAR MOTOR";2
4609;"REGULADOR DUSTER 2.0";1
4610;"M.O CAMBIO BENDIX ";1
4611;"M.O CAMBIO COPELAS Y RODAMIENTOS ";1
4612;"INSTALACI”N Y CAMBIO DE GUAYA PRINCIPAL CAJA";2
4613;"INSTALACI”N DE GUAYA PRINCIPAL DE CAMBIOS";2
4614;"CAMBIO ACEITE TRANSMISI”N";2
4615;"CAMBIO ACEITE ELF 10W40";2
4616;"OTRO 3205410696";1
4617;"SNCRONIZACION MOTOR";1
4618;"CAMBIO DE TIJERA Y AJUSTE SUSPENSION";1
4619;"MANTENIMIENTO SISTEMA SINCRONIZACION INCLUIDO LIMP";1
4620;"KM REAL 81919";1
4621;"REVISAR REGULADOR ";1
4622;"REVISAR RUIDO AL ARRANCAR";1
4623;"SACAR VOLANTE";2
4624;"CALIBRAR LLANTAS NO2";2
4625;"CAMBIO DE ACEITE  ELF 20W50";2
4626;"CAMBIO DE MUÒECOS Y BUJES";1
4627;"CAMBIO DE ACEITE MOTORCRAFT 10W30";2
4628;"VENTILADOR NO FUNCIONA";1
4629;"M.O CAMBIO EMBRAGUE ";1
4630;"MONTAJE 1 LLANTA";2
4631;"BAJAR CAJA, CAMBIAR CUERPO VALVULAR Y PISTONES";1
4632;"SE HIZO FACT ELECTRONICA";1
4633;"REVISAR VEHICULO SE APAGA";1
4634;"GRADUACION DE CLUTCH";2
4635;"REVISION FUGA DE REFRIGERANTE ";1
4636;"FUGA HIDRAULICO TAPA ";1
4637;"REVISAR RUIDO CORREA ACCESORIOS";1
4638;"M.O CAMBIO DE MUÒECOS  ";1
4639;"KM REAL 160100";1
4640;"CAMBIO MANGUREA Y PURGA";1
4641;"CAMBIO DE CAJA Y SEMIEJE DERECHO ";1
4642;"RECTIFICAR Y CAMBIO DE TORNILLOS PROTECTOR ";1
4643;"M.O CAMBIO BASE TERMOSTATO ";1
4644;"M.O CAMBIO EJE DERECHO ";1
4645;"REVISION LUCES Y BOMBILLOS ";1
4646;"M.O. CAMBIO  BOMBA DE AGUA ";1
4647;"REVISION FRENOS GENERAL Y AJUSTE";1
4648;"EL CARRO FALLA , REVISAR ES BOBINA";1
4649;"RUIDO REVISION HIDRAULICA ";1
4650;"REFVISAR ACEITE HIDRAULICO SI ESTA PARA CAMBIO";1
4651;"PURGA SISTEMA REFRIGETANTE";2
4652;"SERVICIO ELECTRICO Y CAMBIO DE TERMOSTATO ";2
4653;"PURGA SISTEMA REFRIGERANTE";2
4654;"REVISI”N ELECTRICA   ";2
4655;"DEJA RESULTADO TECNOMECANICA";1
4656;"MANTENIMIENTO ARRANQUE";1
4657;"REVISION GENERAL GENERAL Y M.O CAMBIO BANDAS ";1
4658;"VEHICULO FALLA AL ENCENDIDO CUANDO ESTA FRIO ";1
4659;"SCANEAR Y REVISAR ANTES DE ENCENDER";1
4660;"SE HA CAMBIADO BUJIAS, INYECTORES SE CALIBRARON ";1
4661;"TIENE UNA PERA DE CALENTAMIENTO DIRECTO";1
4662;"CAMBIO DE ACEITE MC 4/4";2
4663;"M.O CAMBIO DE ESPIRALES ";1
4664;"CAMBIO DE VALVULINA";2
4665;"6 MESES GARANTIA";1
4666;"CAMBIO TUBO PURGA";1
4667;"SE CAMBIA BOMBA DE AGUA POR GARANTIA ";1
4668;"PROBLEMAS AL ENCENDIDO";1
4669;"REVISAR ARRANQUE   ";1
4670;"CAMBIO DISYUNTOR";1
4671;"BAJAR CAJA PARA EXTRAER TORNILLOS ";1
4672;"REVISAR FALLA CAJA AUTOMATICA ";1
4673;"M.O CAMBIO EJE Y REVISAR FALLA MOTOR";1
4674;"SACAR ESPARRAGOS";1
4675;"PENDI KM REAL";1
4676;"KM 182248";1
4677;"MANGUERA COMBUSTIBLE ";1
4678;"SOPORTE LADO CAJA ";1
4679;"REVISAR RODAMIENTO RUEDA IZQUIERDA DELANTERA";1
4680;"M.O CAMBIO RETENES";1
4681;"JUEGO COPELAS RODAMIENTOS  Y M.O ";1
4682;"3202666248 LUZ MYRYAM CASTIBLANCO";1
4683;"KM REAL 162265";1
4684;"SE LE INFORMA AL CLIENTE Q TIENE FUGA POR EL ENFRI";1
4685;"DON HUGO CONFIRMAR DIAGNTICO DE CAJA Y CLOSH ELLOS";1
4686;"NO TIENE CARGA EL AIRE ACONDICIONADO ";1
4687;"REVISON DE FRENOS GENERAL";1
4688;"CORREGIR RUIDO SUSPENSION Y CAMBIO EJE ";1
4689;"SINCRONIZACION MOTOR  SIN BUJIAS";1
4690;"CAMBIO RADIADOR Y MANGUERA";1
4691;"PURGAR SISTEMA REFRIGERANTE";2
4692;"CAMBIAR TAP”N DE BLOQUE REFRIGERANTE";2
4693;"EL ACEITE YA ESTA PAGO";1
4694;"CAMBIAR LA GUAYA DE FRENO";1
4695;"REVISAR RUIDO PARTE DELANTERA AL FRENAR";1
4696;"PENDIENTE EL SENSOR Q NO SE CAMBIO LA VEZ PASADA ,";1
4697;"CARRO LLEGA EN GRUA, CORTO";1
4698;"REPARACION CUERPO VALVULAR CAJA AUTOMATICA ACEITE ";1
4699;"CAMBIO DE RETENEDORES  ";1
4700;"M.O CAMBIO GUAYA  ";1
4701;"CANBIAR DISCOS";1
4702;"SE REVENTO CORREA ACCESORIOS";1
4703;"M.O CAMBIO RETENEDOR VOLANTE";1
4704;"CLIENTE INDICA QUE PROXIMO CAMBIA LA BOMBA AGUA";1
4705;"SOPORTE CAJA INFERIOR";1
4706;"M.O CORREGIR RECALENTAMIENTO.CAMBIO DE BASE Y VENT";1
4707;"RECTIFICACION DE CAMPANAS";1
4708;"REVISION  ELECTRICA UCH";1
4709;"DATOS DUEÒO";1
4710;"CLIENTE ABONO 60000  EN EL PAGO DEL CARRO ANTERIOR";1
4711;"ALINEACION CARRO PESADO";2
4712;"AJUSTE COMPRA SOKE Y BOMBILLO";1
4713;"AJUSTE COMPRA SOKE Y BOMBILLO 23.000";1
4714;"SE LA LLEVO EL CLIENTE";1
4715;"JUEGO DE TORNILLOS Y MANO DE OBRA";1
4716;"REVISION GENERAL VIAJE";2
4717;"PAGO CON TARJETA ";1
4718;"M.O. CAMBIO DE DISCOS Y PASTILLAS ";1
4719;"M.O EMPAQUETAR CARTER  ";1
4720;"VALVULAS DE LUJO ";2
4721;"REVISION DE FRENOS Y ROTACION DE LLANTAS";2
4722;"CAMBIO ACEITE 15 W 40 ELF Y FILTROS";1
4723;"CAMBIO DE ACEITE CON ELF 10W40 6/4";2
4724;"KM REAL 38596";1
4725;"ARREGLO PROTECTOR TORNILLOS";1
4726;"CAMBIO DATOS DUE—O";1
4727;"RECTIFICAR DISCOS FRENOS";1
4728;"QUEDA EN 2.100.000 LA CTA CON DON HUGO";1
4729;"CAMBIO DE BRAZOS AXIALES";1
4730;"CEL 3118593859 - 3112384630 CLAUDIA";1
4731;"REVISAR CONTROL LUCES    ";1
4732;"BOTO EL AGUA , SE SUBIO LA TEMPERATURA";1
4733;"AJUSTE CINTURA GENERAL";1
4734;"TIENE UN RUIDO AL FRENAR";1
4735;"CLAVE 22212";1
4736;"REVISION ELECTRICA , ";1
4737;"NO TIENE DIRECCIONALES, NO TIENE LUCES FRENADO";1
4738;"NO BAJAN VIDRIOS VENTANAS ";1
4739;"PRENDIDO TESTIGO MOTOR Y ACEITE ";1
4740;"LUZ DERECHA TRASERA FRENO DIRECCIONAL ESTA CAIDA";1
4741;"EN  NEUTRO SE REVOLUCIONA MUCHO";1
4742;"KM REAL  54000";1
4743;"ARREGLO ELECTRICO Y BOMBILLOS";1
4744;"REVISION Y ARREGLO CONTROL LUCES ";1
4745;"CAMBIO RETENEDORES DE CAJA ";1
4746;"BALANCEO   ";1
4747;"CAMBIO DE ACEITE REALIZADO EN SHELBY";1
4748;"CAMBIO DE ACEITE 20W50";2
4749;"KM REAL 75285";1
4750;"GARANTIA DE CAJA";1
4751;"REVISAR CAJA AUTOMATICA ";1
4752;"REVISAR FALLO ACELERACION ";1
4753;"ALINEACION Y 5 BALANCEOS";2
4754;"1/4 DE ACEITE CASTROL";1
4755;"AJUSTE SOPORTE MOTOR ";1
4756;"CAMBIO ACEITE ACDELCO 5W30";2
4757;"M.O. CAMBIO DE TERMOSTATO ";1
4758;"REVISAR RUIDO SUSPENSION TRASERA";1
4759;"INSPECCIÛN DE SUSPENSIÛN";2
4760;"REVISAR GUARDAPOLVOS AMORTIGUADORES";1
4761;"KM REAL 67041";1
4762;"NIVELAR REFRIGERANTE";2
4763;"RUIDO DELANTERO DERECHO ";1
4764;"AUMENTA CUANDO DA REVERSA";1
4765;"REVISAR FALLA BOBINA";1
4766;"MANTENIMIENTO DE FRENOS X4";2
4767;"SE DEVUELVE EL AGUA";1
4768;"M.O CAMBIO PULPO Y MANGUERA";1
4769;"KM REAL 104700";1
4770;"INSUMOS ELECTRICOS CABLES ";1
4771;"PURGA SISTEMA ";1
4772;"M.O PURGA SISTEMA REFRIGERACION";1
4773;"REVISION BRAZA AXIAL ";1
4774;"TERMINAL DIRECCION DERECHA";1
4775;"SENSOR OXIGENO POSTERIOR INSTALADO";1
4776;"SE ESTA RECALENTANDO ";1
4777;"CARRO YOGUI";1
4778;"CLAVE 23331";1
4779;"REVISIÛN VIAJE";2
4780;"RECTIFICACION DE RIN";2
4781;"BOMBILLA";2
4782;"REVISAR DISCOS Y PASTILLAS";1
4783;"CAMBIO ACEITE MOBIL 10W30";2
4784;"DIAGNOSTICO SUSPENSION ";2
4785;"SUSPENSION DAVID";1
4786;"CORRECION FUGA TAPAVALVULAS";1
4787;"REVISAR FUGA AGUA MANGUERA";1
4788;"CAMBIAR EMPAQUE CULATA";1
4789;"LLAMAR AL CLIENTE PARA AUTORIZAR ALGO ADICIONAL";1
4790;"M.O CAMBIO CUERPO ACELERACION ";1
4791;"RECTIFICAR ROSCA DECALADOR";1
4792;"CAMBIO EMPAQUE CULATA Y REVISAR PRECALENTAMIENTO";1
4793;"CAMBIO DE EMPAQUE CULATA Y SINCRONIZAR MTOR";1
4794;"HAER DIAGNOSTICO MOTOR , ";1
4795;"SE CAMBIA KIT REPARTICION POR GARANTIA";1
4796;"CLIENTE INFORMA Q CAMBIO BOMBA EN EL CAMBIO ANTERI";1
4797;"SOPORTE DE MOTOR SUPERIOR DERECHO";2
4798;"SOPORTE DE CAJA DE CAMBIOS IZQUIERDO";2
4799;"SOPORTE CENTRAL";2
4800;"PURGA DE HIDR·ULICO";2
4801;"MONTAJE DE 2 LLANTAS    ";2
4802;"KM REAL 252081";1
4803;"ABONO 450.000";1
4804;"AMORTIGUADOR IZQ ";1
4805;"EJE IZQUIERDO  ";1
4806;"MU—ECOS    ";1
4807;"TOTAL  ";1
4808;"ARREGLO BOCIN";1
4809;"PURGA DE VALVULINA CAJA";2
4810;"M.O. CAMBIO BOMBA DE AGUA ";1
4811;"CORREGIR FALLA MOTOR ENCENDIDO";1
4812;"KM 81854";1
4813;"SENSORES ABS DE CAMPANA";2
4814;"DISYUNTOR Y MO";1
4815;"CORREGIR FUGA TUBO";1
4816;"REVISAR BOMBA AGUA LA CAMBIO EL CAMBIO ANTERIOR ";1
4817;"VALVULINA 1/4 ";1
4818;"KM REAL  77413";1
4819;"MONTAJE DE TIJERAS Y MUÒECOS";2
4820;"REVISION GENERAL   ";2
4821;"REVISION DE RADIADOR ";1
4822;"CALIBRACION CON NITR”GENO";2
4823;"REVISAR BENDIX ";1
4824;"MANTENIMOENTO GENERAL";1
4825;"ARANDELA DE COBRE";2
4826;"CAMBIAR CAJA   ";1
4827;"CAMBIAR CAJA DE VELOCIDADES";1
4828;"DESMONTE Y MONTE BOMBA GASOLINA";1
4829;"CAMBIO CAJA VELOCIDADES";1
4830;"MANO DE OBRA COMPLETA";2
4831;"PENSA PARA BUJES DE CUNA";2
4832;"CAMBIO GUARDAPOLVO EJE DERECHO";1
4833;"CAMBIO COPELAS Y RODAMIENTOS DELANTEROS";1
4834;"CAJA VELOCIDADES INSTALADA Y CAMBIO ACEITE ELF";1
4835;"ADICIONAL CAJA";1
4836;"1/4 DE ACEITE 10 W 40 CASTROL";1
4837;"COPELAS Y MU—ECOS DELANTEROS";1
4838;"MANTENIMIENTO GENERAL DE FRENOS";2
4839;"SENSOR OXIGENO ANTERIOR INSTALADO ";1
4840;"CAMBIAR SENSOR OXIGENO POSTERIOR";1
4841;"TOTAL 1670000";1
4842;"CAMBIO SEMIEJE DERECHO ";1
4843;"RETENEDOR CAJA EJE LADO DERECHO ";1
4844;"M.O REVISAR COMPUTADOR ";1
4845;"REVISAR FALLA  ";1
4846;"SINCRONIZACION  MOTOR SIN BUJIAS";1
4847;"GARANTIA 6 MESES COMPUTADOR";1
4848;"SENSOR DE OXIGENO INSTLADO";1
4849;"KM REAL 4637";1
4850;"CAMBIO DE MU—ECOS DELANTEROS";1
4851;"CAMBIO BOMBA AGUA POR GARANTIA ";1
4852;" BOSTER INSTALADO";1
4853;"SALDO 6000000";1
4854;"M.O. CAMBIO KIT REPARTICION ";1
4855;"REVISAR RUIDO  DERECHO";1
4856;"VEHICULO NO PREDE";1
4857;"TIENE UNA FUGA , ";1
4858;"BASE TERMOSTATO  TIENE FUGA";1
4859;"REVISAR PARTE ELECTRICA   ";1
4860;"M.O CAMBIO  CORREA ";1
4861;"PRESTAMO   ";1
4862;"DESCUENTO QUEDA EN  750000";1
4863;"CAMBIO BUJES  ";2
4864;"MONTAJE DE LLANTAS Y ROTACIÛN";2
4865;"CALIBRAR GUAYA CLOSH ";1
4866;"REVISON FRENOS Y CAMBIO PASTILLAS";1
4867;"M.O CAMBIO KIT REPARTICION Y BOMBA AGUA";1
4868;"PATINES CAMBIO";1
4869;"REVISAR FRENOS GENERAL Y CAMBIO PASTILLAS";1
4870;"PASTILLAS FRENO ";1
4871;"1/4 ACEITE 5 W 30 ";1
4872;"MONTAJE 4 LLANTAS";2
4873;"M.O CAMBIO CORREA Y DAMPER";1
4874;"M.O CAMBIO DAMPER Y CORREA";1
4875;"CAMBIO DE ACEITE CASTROL 6/4";2
4876;"BAJAR CULATA   ";1
4877;"2DO ABONO 3500000";1
4878;"REVISION GENERAL DE FRENOS ";1
4879;"M.O CORRECION FALLA ENCENDIDO";1
4880;"REVISAR FALLO SENSOR OXIGENO ";1
4881;" ACEITE 10 W 40 CASTROL 2/4";1
4882;"CAMBIO ACEITE 10 W 40 CASTROL SELLADO Y FILTROS ";1
4883;"REVISAR RUIDO DE CORREAS ACCESORIOS";1
4884;"REVISAR CLOSH , SE PATINA ";1
4885;"CARRAQUEA";1
4886;"REVISION Y DIAGNOSTICO SUSPENSION";1
4887;"M.O CAMBIO CORREA REPARTICION";1
4888;"NEGOCIO CAMBIO MOTOR  6.500.000";1
4889;"SALDO 28/12/2023 2.500.000";1
4890;"SALDO DEL NEGOCIO";1
4891;"M.O CAMBIO CORREA Y BOMBA ";1
4892;"M.O . CORREA DE ACCESORIOS ";1
4893;"M.O. CAMBIO DE DISOS Y PASTILLAS ";1
4894;"M.O. CAMBIO TERMOSTATO Y TUBO PULPO ";1
4895;"M.O. CAMBIO TUBO PULPO ";1
4896;"RIVISAR FRENO ";1
4897;"TOMA DE COMPRECION ";1
4898;"CAMBIO BUJIAS Y REVISAR INYECTORES ";1
4899;"M.O. GENERAL ";1
4900;"M.O. CAMBIO MANGUERA COMBUSTIBLE ";1
4901;"REVISAR JUEGO PALANCA CAMBIOS ";1
4902;"REVISAR PEDAL EMBRAGUE ";1
4903;"CAMBIO NIPLE AIRE ACONDICIONADO ";1
4904;"M.O. CAMBIO CAUCHOS BARRA ESTABILIZADORA ";1
4905;"CAMBIO MOTOVENTILADOR CAPTUR ";1
4906;"M.O. ARRANQUE ";1
4907;"RETIRAR SISTEMA DE GAS COMPLETO ";1
4908;"CAMBIO GUARDA POLBO";1
4909;"REVISAR PIÒON VELOSISMO ";1
4910;"REVISAR PIÒON VELOCIMETRO ";1
