"ser_id";"ser_nombre";"ser_fk_empresa"
1692;"CAMBIO MUÒECOS Y CAUCHOS";1
1693;"REVISAR ENCENDEDOR ";1
1694;"MANTENIMIENTO DE LOS 10.000KM";1
1695;"REVISAR RUIDO CAJA DIRECCION";1
1696;"RECTIFICAR CIGUE—AL";1
1697;"ABONO 3500000";1
1698;"ABONO 6000000";1
1699;"REVISAR CALCULADOR";1
1700;"CAMBIO MANGUERA  PULPO";1
1701;"CAMPANA,ALINEACION Y BALANCEO";1
1702;"CAMBIO GUAYA EMBRAGUE";1
1703;"REVISAR LUCES TRASERAS";1
1704;"MANO DE OBRA CAMBIO TUBO";1
1705;"REVISAR EXPLORADORA LADO DERECHO";1
1706;"REVISAR ALOJENO LADO IZQ";1
1707;"REVISAR MANIJA PUERTA TRASERA IZQ";1
1708;"CAMBIAR PLUMILLAS";1
1709;"ESCANEAR VEHICULO";1
1710;"REVISAR DESEMPAÒADOR TRASERO";1
1711;"BAJAR CARDAN";1
1712;"REVISAR FALLA ELECTRONICA";1
1713;"ARREGLO FAROLAS";1
1714;"CAMBIO TERMOSTATO Y DEPOSITO";1
1715;"ABONO 1120000";1
1716;"REPOTENCIAR LUCES.";1
1717;"REVISAR LUCES DE REVERSA ";1
1718;"REVISAR GOLPE  CARDAN Y CRUCETA ";1
1719;"CAMBIO TERMINAL Y CRUCETA";1
1720;"CAMBIO BOMBA Y CORREAS";1
1721;"CAMBIO BUJIAS E INSTALACION";1
1722;"BAJAR MUELLES ENCURBAR Y CAMBIAR BUJES";1
1723;"ALINEACION,BALANCEO  Y FRENOS";1
1724;"REVISAR CAMBIOS";1
1725;"ABONO 2500000";1
1726;"ARREGLO SOPORTE HIDRAULICO";1
1727;"FECHA DE CAMBIO 05/06/2019";1
1728;"CAMBIO RETENEDOR CAJA";1
1729;"CAMBIO VALINERA DE LA CAJA";1
1730;"CAMBIAR PASA RUEDAS";1
1731;"CUADRAR PUERTA DELANTERA DERECHA ";1
1732;"CAMBIO BUJE CONTROL DE CAMBIOS";1
1733;"CAMBIO PASO RUEDAS";1
1734;"REVISAR FALLA ENCENDIDO";1
1735;"CAMBIO SUSPENCION ";1
1736;"CARRO SINIESTRADO";1
1737;"REVISAR MU—ECOS ESTABILIZADORA";1
1738;"REVISAR SUSPENCION Y CAMBIO DE CAJA ";1
1739;"ABONO 3000000";1
1740;"BAJAR BUJES Y MUÒECOS";1
1741;"ARREGLO FUGA DE REFRIGERANTE";1
1742;"ARREGLO SENSOR INHIBIDOR";1
1743;"REPARACION CAJA ";1
1744;"CAMBIO SOPORTE TRENSA";1
1745;"BAJAR RADIADORES Y MONTAR";1
1746;"SUSPENCION GENERAL DELANTERA";1
1747;"REVISAR FALLA COMBUSTIBLE";1
1748;"SERVICIO ESCANER";1
1749;"CAMBIO RESISTENCIA ELECTRONICA MOTOVENTILADOR ";1
1750;"CAMBIO BENDIX";1
1751;"REVICION LIQUIDOS FRENOS,HIDRAULICO,REFRIGERANTE";1
1752;"REVISION FRENOS LLANTAS TRASERAS";1
1753;"ARREGLO FALLO";1
1754;"BOMBA AUXILIAR ARREGLO";1
1755;"JUAGAD TARRO REFRIGERANTE";1
1756;"CAMBIO DE COPELAS";1
1757;"MANTENIMIENTO PREVENTIVO";1
1758;"REVISAR MOTOR Y SINCRONIZAR MOTOR ";1
1759;"REVISAR FRENOS Y SINCRONIZAR MOTOR ";1
1760;"UNION MANGUERA";1
1761;"ARREGLO FALLA.";1
1762;"REVISION DE GASES ";1
1763;"REVISAR FALLA VENTILADOR  ";1
1764;"CAMBIO FRENOS";1
1765;"BALANCEO LLANTAS DELANTERAS";1
1766;"CAMBIO RETENEDOR VOLANTE";1
1767;"MANO DE OBRA CAMBIO CONECTOR ";1
1768;"CAMBIO RETENEDOR Y CORREGIR FUGAS DE ACEITE ";1
1769;"AJUSTAR PROTECTOR Y ESCANER ";1
1770;"CAMBIO BOMBA DE AGUA.";1
1771;"CAMBIO AUTOMATICO DE FRENO";1
1772;"LIMPIEZA CUERPO ACELERACION ";1
1773;"CAMBIO RETENEDOR VOLANTE,CORREGUIR FUGA DE ACEITE";1
1774;"BAJAR RADIADOR.";1
1775;"SERVICIO FRENOS TRASEROS ";1
1776;"CORREGUIR ENCENDIDO MOTOR ";1
1777;"MANO DE OBRA CAMBIO CRUCETA Y CARDAN";1
1778;"CAMBIO RUEDAS DELANTERAS";1
1779;"REVISAR CULATA RECTIFICADORA ";1
1780;"ARREGLO BOMBA COMBUSTIBLE ";1
1781;"REVISAR CAJA TRANSMISION TRASERA";1
1782;"GUAYA CONTROL DE CAMBIOS ";1
1783;"AJUSTAR LAS CORREAS ACCESORIOS";1
1784;"GRADUAR EMBRAGUE";1
1785;"REVISAR BOMBA AUXILIAR DE EMBRAGUE";1
1786;"AJUSTAR MANO FRENO DE MANO";1
1787;"REVISION LIQUIDOS";1
1788;"ARREGLO BOMBA INYECCION ";1
1789;"MANTENIMIENTO 20.00KM";1
1790;"EMPACAR CAJA DE DIRECCION";1
1791;"LIMPIEZA SISTEMA ELEXTRICO";1
1792;"CALIBRACION DE BUJIAS";1
1793;"MANO DE OBRA CAMBIO PUNTA EJE";1
1794;"ABONO 1700000";1
1795;"REVISAR BOMBA COMBUSTIBLE";1
1796;"REPARACION CAJA DIRECCION";1
1797;"CAMBIO KIT DE REPARTICION Y CAMBIO CAJA DE DIRECCI";1
1798;"CAMBIO ACEITE MOTOR Y FILTROS";1
1799;"ARREGLO ELECTRICO MOTOVENTILADOR";1
1800;"M.O RADIADOR ";1
1801;"REVISAR CAJA DE CAMBIOS ";1
1802;"RECTIFICADORA Y CALIBRADA";1
1803;"CAMBIO SENSOR CKP";1
1804;"CAMBIO SUSPENCION COMPLETA";1
1805;"REPARAR CAJA DOBLE";1
1806;"BAJAR Y MONTAR CAJA DOBLE";1
1807;"ARREGLO PUERTA CONDUCTOR";1
1808;"CAMBIO KIT ACCESORIOS";1
1809;"CAMBIO CUERPO DE ADMISION Y EMPAQUE CARTER ";1
1810;"CAMBIO KIT DE EMBRAGUE SOPORTE Y TERMINAL";1
1811;"BAJAR CULATA,CAMBIO KIT DE REPARTICION Y SINCRONIZ";1
1812;"CAMBIO AMORTIGUADOR TRASERO DERECHO";1
1813;"CAMBIO MOCO PURIFICADOR";1
1814;"AJUSTAR CARROCERIA ";1
1815;"REVISAR RIN QUE ESTA EN EL BAUL ";1
1816;"CAMBIO MANGUERA AGUA";1
1817;"ALINEACION,BALANCEO Y CAMBERES";1
1818;"CAMBIO CREMALLERA ARRANQUE ";1
1819;"REVISAR FALLA MOTOR   Y BOBINAS";1
1820;"SUSPENCION GENERAL CAMBIO AMORTIGUADORES Y BUJES ";1
1821;"REVISAR ENCENDIDO ";1
1822;"CAMBIO KIT DE REPARTICION Y RETENEDORES ";1
1823;"SACAR TORNOLLO";1
1824;"5 OCTUBRE";1
1825;"RECTIFICAR DISCO";1
1826;"GRADUACION DE FRENOS.";1
1827;"CAMBIO ABRAZADERA MANGUERA DE AGUA";1
1828;"CAMBIO DISCOS FRENOS";1
1829;"CORREGUIR FUGA DE REFRIGERANTE";1
1830;"CAMBIO BOMBA Y KIT DE REPARTICION ";1
1831;"AJUSTAR CORREAS";1
1832;"CAMBIO RETENEDOR.";1
1833;"GRADUAR FRENO DE MANO ";1
1834;"AGREGAR VALVULINA";1
1835;"REVISAR SUSPENCION Y CAMBIO EMPAQUE ";1
1836;"REVISAR RUIDO TIMON";1
1837;"CAMBIO COPELAS AMORTIGUADOR DELANTERAS ";1
1838;"REPARAR CAJA DIRECCION ";1
1839;"ARREGLO TIMON";1
1840;"CAMBIO RODAMIENTO,BAJAR Y MONTAR ";1
1841;"REVISION DE FRENOS Y ROTACION DE LLANTAS";1
1842;"BAJAR CULATA.";1
1843;"ABONO 200000";1
1844;"AJUSTAR PROTECTOR.";1
1845;"CAMBIAR EJE";1
1846;"CAMBIO TERMINALES Y PASTILLAS";1
1847;"CAMBIO MANGUERAS Y ACOPLES";1
1848;"REVISAR CORTO SISTEMA ELECTRICO";1
1849;"CORREGIR FUGAS DE AGUA";1
1850;"REVISAR TENSOR Y CORREAS ";1
1851;"ARREGLO CONTACTO PITO";1
1852;"MANTENIMIENTO VALVULA AIC";1
1853;"REVISAR LUCES DELANTERAS";1
1854;"REVISAR TODO SISTEMA ELECTRICO";1
1855;"CAMBIO KIT DE EMBRAGUE,RENEDOR ";1
1856;"CAMBIO RETEDOR POLEA";1
1857;"REVISAR FALLA MOTOR Y SINCRONIZACION";1
1858;"REVISAR LUCES GENERAL Y ARREGLO CONTROL DE LUCES ";1
1859;"CAMBIO EMPAQUETADURA DIRECCION";1
1860;"CAMBIO BUJES TIJERAS DELANTERAS";1
1861;"MANO DE OBRA SUSPENCION ";1
1862;"MANO DE OBRA DE FRENOS";1
1863;"INSTALAR ESPIRALES";1
1864;"SERVICIO CHEVROLET";1
1865;"MANTENIMIENTO MAZDA";1
1866;"REVISAR RUIDO CARDAN";1
1867;"REVISAR SISTEMA ELECTRICO CABINA";1
1868;"REVISAR CRUCETA";1
1869;"MANTENIMIENTO FALLA CPU,EMBRAGUE Y MEDIDOR DE GASO";1
1870;"CAMBIO T DE GAS";1
1871;"CAMBIO DE TIJERA Y REVISAR RUIDO SUSPENCION ";1
1872;"FECHA DE INGRESO 29/10/2021";1
1873;"REPARACION BOSTER Y BOMBA";1
1874;"BAJAR CAJA CAMBIO RETENEDOR";1
1875;"BAJAR KIT REPARTICION CAMBIO RETENEDOR POLEA";1
1876;"CAMBIO KIT CORREA REPARTICION";1
1877;"REVISION DE TESTIGOS";1
1878;"ARREGLO VENTILADOR";1
1879;"REVISAR PASADORES FRENOS";1
1880;"BAJAR PUENTE SACAR TORNILLOS";1
1881;"SINCRONIZACION MOTOR SIN BUJIAS";1
1882;"MANO DE OBRA ANILLAR MOTOR";1
1883;"VALIDAR CUERPO ACELERACION";1
1884;"CAMBIO AXIALES";1
1885;"SACADA TORNILLO";1
1886;"LAVADO TAPICERIA";1
1887;"MANO DE OBRA CAMBIO DE BOMBA CLOSH";1
1888;"CAMBIO BOMBA  CLOSH";1
1889;"CAMBIO BOMBA SECUNDARIA CLOSH";1
1890;"MANO DE OBRA CAMBIO BOMBA SECUNDARIA CLOSH";1
1891;"REVISION FALLA MOTOR";1
1892;"CAMBIO DE BOBINA Y CORRECCION FALLA MOTOR";1
1893;"MANO DE OBRA CAMBIO DISCOS Y PASTILLAS";1
1894;"COTIZAR LATONERIA";1
1895;"LLANTA REPUESTO";1
1896;"CALIBRACION FRENOS ";1
1897;"MANO DE  OBRA ELECTRICIDAD - BOMBILLO";1
1898;"MANO DE OBRA CAMBIO RADIADOR";1
1899;"MANO DE OBRA RADIADOR";1
1900;"CAJA DE VELOCIDADES INSTALADA";1
1901;"CAMBIO SENSOR FLUJO AIRE ";1
1902;"CAMBIO CORREA REPARTICION";1
1903;"CAMBIO BANDA TRASERA";1
1904;"REVISAR BOMBA DE COMBUSTIBLE ";1
1905;"PERSISTE FUGA ";1
1906;"REVISION BOBINAS";1
1907;"GRADUAR GUALLAS ";1
1908;"CAMBIO KIT  REPARTICION";1
1909;"CORRECION FALLA MOTOR";1
1910;"SOLDADURA DEPOSITO LIQ FRENO";1
1911;"TOTAL REPUESTOS";1
1912;"MANO DE OBRA";1
1913;"DESPINCHE LLANTA";1
1914;"REVISION Y GRADUACION FRENOS";1
1915;"CAMBIO DE REFRIGERANTE";1
1916;"CAMBIO DE CAJA DIRECCION ";1
1917;"VEHICULO COLISINADO ARREGLO";1
1918;"REVISAR FUGA RADIADOR ";1
1919;"MANO DE OBRA FRENOS";1
1920;"CAMBIO RADIADOR CHOQUE";1
1921;"CAMBIO DE  VALVULINA ";1
1922;"REVISION FUGA AIRE ACONDICIONADO ";1
1923;"CAMBIO CLOSH ";1
1924;"REVISIAR PUNTERAS";1
1925;"ARREGLO LUCES";1
1926;"REVISION CORREA REPARTICION";1
1927;"ABONO 800000";1
1928;"DESMONTE CULATA ";1
1929;"CAMBIO SENSOR SONDA OXIGENO";1
1930;"SENTADO Y ARMADO CULATA";1
1931;"REVISION CABLE ALTA, O BOBINA ";1
1932;"CAMBIO DE EXPLORADORA";1
1933;"RCAMBIO DE CLOSH ";1
1934;"REVISION DE  FRENOS";1
1935;"MANO DE OBRA CAMBI DISCOS";1
1936;"LLEGA EN GRUA , SE REVENTO CORREA DE REPARTICION";1
1937;"CORRECCION CAMBER DELANTERO IZQUIERDO ";1
1938;"ABONO 850000";1
1939;"MANO DE OBRA  ";1
1940;"CAMBIAR LIQUIDO DE FRENOS";1
1941;"SALDO 300000";1
1942;"ARREGLO SWICH";1
1943;"CAMBIAR ARRANQUE";1
1944;"REVISAR CORTO SWICH BAJAR Y MONTAR";1
1945;"MONTAJE LLANTA ";1
1946;"MONTAJE DE LLANTA ";1
1947;"EMPAQUETAR CARTER";1
1948;"REVISION FRENO GENERAL";1
1949;"REVISION DE 20 KM";1
1950;"CAMBIO DE ACEITE 5 W 30";1
1951;"CAMBIAR BUJIAS Y BOBINAS";1
1952;"REVISAR BUJIAS Y BOBINAS";1
1953;"MANO DE OBRA CAMBIO AMORTIGUADORES Y PORTAMANGUETA";1
1954;"MANO  OBRA";1
1955;"AJUSTE GENERAL Y GUARDAPOLVO";1
1956;"REVISION GENERAL DE FRENOS";1
1957;"CAMBIO DE ACEITE";2
1958;"CAMBIO MU—ECO LADO IZQUIERDO";1
1959;"SERVCIO PRENSA CAMBIO BUJES";1
1960;"FALLA EN LA ACELERACION";1
1961;"CAMBIO SENSOR TEMPERATURA";1
1962;"CAMBIO DE BUJES Y MU—ECOS";1
1963;"CAMBIO SENSOR OXIGENO ";1
1964;"ALINEACION Y BALANCEO";2
1965;"REVISION FRENOS ";2
1966;"REVISAR SUSPENSION";2
1967;"CAMBIO PASTILLAS";2
1968;"CAMBIO ACEITE  5W 30";1
1969;"SUSPENSI”N TRASERA";2
1970;"ALINEACION.";2
1971;"CORRECCION CAMBER DELANTERO DERECHO ";2
1972;"ALINEACIÛN DOBLE Y BALANCEO";2
1973;"CAMBIO DE BUJES Y MUÒECOS";2
1974;"CAMBIO AMORTIGUADORES TRASEROS";2
1975;"COTIZAR LLANTAS HANCKOOK";1
1976;"CAMBIO TENSOR CORREA ACCESORIOS";1
1977;"CAMBIO AMORTIGUADORES DELANTEROS";2
1978;"AJUSTE SUSPENSIÛN";2
1979;"MONTAJE DE LLANTAS Y RODAMIENTO";2
1980;"CAMBIO DE MUÒECO";2
1981;"CAMBIO DE TERMINAL DE DIRECCIÛN";2
1982;"REVISAR CATALIZADOR";1
1983;"REVISAR VIDRIOS Y PASADORES DELANTEROS";1
1984;"REVISAR LUCES, FAROLAS";1
1985;"CAMBIO FILTRO AIRE ACONDICIONADO";2
1986;"CAMBIO AMORTIGUADORES DELANTEROS BUJE DE TIJERA Y ";2
1987;"SERVICIO DE GRUA ";1
1988;"VEHICULO NO PRENDE ";1
1989;"SERVICIO GRUA ";1
1990;"RECTIFICAR RINES";2
1991;"CAMBIO SPENSER";1
1992;"MANO OBRA CAMBIO KIT EMBRAGUE";1
1993;"RETIRO SISTEMA GAS";1
1994;"ARREGLO ELEVADOR VIDRIO DERECHO Y CAMBIO MOTOR";1
1995;"ARREGLO RADIADOR Y MANO DE OBRA";1
1996;"CAMBIO MU—ECOS MANO DE OBRA ";1
1997;"RUIDO EXOSTO";1
1998;"PERDIO FUERZA ";1
1999;"VERIFICAR SENSOR OXIGENO";1
2000;"LAVO GENERAL ";1
2001;"CAMBIO DE ACEITE Y DESPINCHAR";2
2002;"ARREGLAR MOTOR ";1
2003;"DIFICIL ENCENDIDO";1
2004;"REVISAR FUGA DE ACEITE RETENEDOR";1
2005;"PITO DELANTERO";1
2006;"INSTALAR PITO REVERSA ";1
2007;"KIT CLOSH";1
2008;"ARREGLO RODAMIENTOS ALTERNADOR";1
2009;"ARREGLO HIDRAULICO";1
2010;"CAMBIO DE ACEITE 10 W 40 ELF";1
2011;"CAMBIO DE ACEITE 10W40  Y FILTROS ";1
2012;"1/4 ACEITE MOBIL 10W30";2
2013;"CAMBIO DE ACEITE 10 W 30";1
2014;"MANO DE OBRA CAMBIO MANGUERA TERMOSTATO";1
2015;"ALINEACIÛN Y ROTACIÛN LLANTAS";2
2016;"ALINEACION , BALANCEO Y ROTACIÛN DE LLANTAS";2
2017;"CAMBIO DE ACEITE 10 W 30 MOBIL";1
2018;"REVISAR BANDAS Y FRENOS ";1
2019;"RUIDOS EN SUSPENSION";1
2020;"MANO DE OBRA CORREGIR RECALENTAMIENTO";1
2021;"MONTAJE DE LLANTAS  ";2
2022;"REVISION FRENOS TRASEROS ";1
2023;"CAMBIAR PASTILLAS Y REVISAR FRENOS, BANDAS ";1
2024;"DESMONTE Y MONTE DE CULATA ";1
2025;"CALIBRAR LLANTAS";2
2026;"ROTACI”N LLANTAS ";2
2027;"ALINEACION Y BALANCEO - CALIBRAR LLANTAS - ROTACI”";2
2028;"SERVICIO DESVARE";1
2029;"ABONO 1250000";1
2030;"REVISAR SISTEMA DE FRENOS";1
2031;"FUGA  BOMBA DE AGUA ";1
2032;"VALIDAR BUJIAS ";1
2033;"CAMBIO DE BUJIAS Y LIMPIEZA";1
2034;"BALANCEO.";2
2035;"CAMBIO DE PASTILLAS Y GRADUAR FRENOS";2
2036;"CANCELO RADIADOR, REFRIGERANTE, MANGUERA, MANO DE ";1
2037;"AJUSTE RIUDO";2
2038;"GRADUAR FRENOS ";1
2039;"REVISION DE VIAJE ";1
2040;"REVISION SOPORTE DE CAJA ";1
2041;"RECTIFICADORA , ARREGLAR BASE CULATA, CAMBIO GUIAS";1
2042;"DESPINCHAR LLANTA";2
2043;"ALINEACION BALANCEO Y MONTAJE DE LLANTAS";2
2044;"CAMBIO GUARDAPOLVO";2
2045;"CORRECCION CAMBER DELANTERO IZQUIERDA";2
2046;"ALINEACION Y CORRECCION DE CAMBER";1
2047;"SIN BOMBA DE AGUA DICE CLIENTE .";1
2048;"NO GARANTIA, DEBIDO A KM SE DEBE CAMBIAR LA BOMBA ";1
2049;"CAMBIO DE LIMITADOR FRENO";1
2050;"CAMBIO  BOMBA AGUA ";1
2051;"BAJAR CARTER ";1
2052;"CAMBIO DE TIJERAS Y TERMINAL";2
2053;"CARRO NO PRENDE, LLEGA EN GRUA, ";1
2054;"LLEGA EN GRUA, REVOLUCIONES EN 30000";1
2055;"DIAGNOSTICO COMPRENSION";1
2056;"ARREGLO CARTER Y  ACEITE ";1
2057;"KIR REPARTICION";1
2058;"MANO  OBRA ";1
2059;"NO TIENE FUERZA";1
2060;"NO TIENE FUERZA ";1
2061;"REVISAR PUNTAS DE EJE DERECHO";1
2062;"RUIDO LADO IZQUIERDO";1
2063;"REVISION   VIAJE ";1
2064;"REVISA ALARMA";1
2065;"REVISAR PASTILLAS ";1
2066;"CAMBIO DE CHUPAS";1
2067;"CORTESIA DE AUTO STIL";1
2068;"CORRECCION CAJA AUTOMATICA";1
2069;"NO  TIENE CLOSH";1
2070;"REVISION GENERAL FRENOS ";1
2071;"REVISION REPARTICION";1
2072;"CAMBIO DE  BOMBA AGUA";1
2073;"REVISAR LA TRASMISION";1
2074;"REVISION FUGA ACEITE ";1
2075;"CAMBIO  PASTILLAS DE FRENOS";1
2076;"CAMBIO DE  ACEITE Y FILTROS ";1
2077;"REPARACION CONVERTIDOR";1
2078;"CAMBIO COMPLETO OVERHAUK";1
2079;"REVISAR SUSPENSION Y CAMBIO DE SOPORTE ";2
2080;"REVISAR LUCES";2
2081;"BAJAR CAJA DIRECCION Y CUNA";1
2082;"BAJAR BOMBA HIDRAULICA";1
2083;"REVISION Y AJUSTE LUCES";2
2084;"REVISION SUSPENSION GENERAL";1
2085;"MANO DE OBRA CAMBIO CUNA Y BASES AMORTIGUADORES";1
2086;"DIAGNOSTICO CAJA";1
2087;"REVISION BANDAS";1
2088;"CAMBIO SENSOR VELOCIDAD ";1
2089;"CAMBIO DISCOS DE FRENOS";2
2090;"CAMBIO LIQUIDO REFRIGERANTE";2
2091;"CAMBIO LIQUIDO FRENOS";2
2092;"AJUSTAR DIRECCION";1
2093;"CAMBIAR EMPAQUE CULATA ";1
2094;"EXPLORADORA DERECHA";1
2095;"SUBIR NIVEL VALVULINA";1
2096;"CARRO EN VEHICULO NO PRENDE ";1
2097;"CAMBIAR RETENEDOR CONTROL CAMBIOS";1
2098;"CAMBIO AXIALES Y TERMINALES";2
2099;"CAMBIO DE COPELAS Y MUÒECOS";2
2100;"CAMBIO CAUCHO CAJA DIRECCION";1
2101;"CAMBIO TIJERAS";2
2102;"MANO DE  OBRA CAMBIO BOMBA Y PEDAL EMBRAGUE";1
2103;"MANO DE OBRA CAMBIO BOMBA Y PEDAL EMBRAGUE";1
2104;"REVISAR Y AJUSTAR SUSPENSION";1
2105;"SERVICIO ELECTRICO";2
2106;"CAMBIO ENFRIADOR ACEITE ";1
2107;"REPARACION BOMBA HIDRAULICA";1
2108;"MANO DE OBRA BAJAR Y MONTAR CAJA";1
2109;"MANO DE OBRA BAJAR Y MONTAR TRANSMISION";1
2110;"QUITAR SISTEMA GAS";1
2111;"MANO DE OBRA CAMBIO BENDIZ";1
2112;"ADELANTO VALENTIN  300000";1
2113;"REVISAR PROTECTOR DE ABAJO";1
2114;"CAMBIO DE MORDAZAS";1
2115;"REVISAR HIDRAULICO DIRECCION";1
2116;"REVISAR PASTILLAS";2
2117;"MANO DE OBRA CAMBIO MOTOR";1
2118;"RECTIFICACION DE RINES";1
2119;"MANO DE  OBRA EMPAQUETAR CARTER";1
2120;"REVISION ARREGLO SUSPENSION DELANTERA";1
2121;"VALIDAR REVOLUCIONES ";1
2122;"LLEGA EN GRUA NO PRENDE ";1
2123;"MANTENIMIENTO DE BANDAS";2
2124;"PROBLEMA EN LAS REVOLUCIONES ";1
2125;"SCANEAR PARA DIAGNOSTICO";1
2126;"SE PRENDEN TODOS LOS TESTIGOS";1
2127;"GARANTIA, TIENE UN CASCABELEO FUERTE";1
2128;"REVISAR SINCRONIZACION GENERAL";1
2129;"RESETEAR CUERPO ACELERACION";1
2130;"REVISION SUSPENSION Y CAMBIO SOPORTE SUPERIOR CAJA";1
2131;"RECTIFICADA DE TORNILLO";1
2132;"CAMBIO DE GUARDAPOLVO Y AXIAL";2
2133;"REVISION GENERAL SUSPENSION Y FRENOS";1
2134;"REVISAR TRICETA";1
2135;"CABEZOTE EJE INSTALADO";1
2136;"MANO CAMBIO BOMBA AGUA";1
2137;"ARREGLO EXOSTO50000";1
2138;"ARREGLO INYECTORES";1
2139;"REVISAR RODAMIENTO CAÒA DIRECION";1
2140;"CAMBIO KIT CLOSH COMPLETO, CON RETEN CAJA ";1
2141;"CAMBIO DE MUÒECOS Y PUNTA EJE";2
2142;"CAMBIO DE ALTERNADOR ";1
2143;"REPARACION INYECTORES";1
2144;"REPARACION BOMBA INYECCION";1
2145;"MANO DE OBRA BAJAR TANQUE , INYECCION Y BOMB INYEC";1
2146;"REVISAR FRENO BOSTEER";1
2147;"CAMBIO MANGUERA PULPO";1
2148;"BALANCEO DOBLE";2
2149;"RECTIFICAR TORNILLOS";1
2150;"CAMBIO KIT DE ACCESORIOS";1
2151;"CAMBIO SOPORTE MOTOR , MANO DE OBRA,REVISION BOMBA";1
2152;"REVISION ARREGLO CAJA";1
2153;"MANO DE OBRA CAMBIO PASTILLAS Y REVISION FRENOS";1
2154;"REVISION GENERAL PREVENTIVA";1
2155;"ARREGLAR PUERTA CONDUCTOR";1
2156;"CAMBIO TERMINAL";2
2157;"CAMBIO DE  MANIJAS";1
2158;"MANO DE OBRA EMPAQUETAR CARTER";1
2159;"RECTIFICAR RINES ";1
2160;"CORREGIR MASAS TABLERO";1
2161;"CAMBIO DE MANGUERAS RADIADOR Y T , MANO DE OBRA";1
2162;"REVISAR CABLE PERA ACEITE";1
2163;"ARREGLO CAJA DE CAMBIOS ";1
2164;"CORRECCION CAMBER DELANTERO IZQUIRDO";2
2165;"SOLDADURA TUBO AIRE";1
2166;"ARREGLO ELECTRICO PERA DE ACEITE";1
2167;"REVISAR AMORTIGUADOR";2
2168;"REVISAR TESTIGO DE GASOLINA";1
2169;"CAMBIO DE  GUARDAPOLVO";1
2170;"REVISAR LA CAJA ";1
2171;"GRADUAR BANDAS Y SUSPENSION";1
2172;"DEBEMOS 20000";1
2173;"SERVICIO A DOMICILIO";1
2174;"REVISION Y CARGA DE AIRE ACONDICIONADO";1
2175;"ARREGLO RADIADOR DE CALEFACCION";1
2176;"MANO DE OBRA CAMBIO CAJA Y CLOSH ";1
2177;"CAMBIO DE  PASTILLAS  FRENOS";1
2178;"REVISAR CLOSH Y GUAYA";1
2179;"CORRECCION CAMBER DELANTERO Y TRASERO";2
2180;"ABONO 2000000";1
2181;"ALINEACIN DOBLE   ";2
2182;"CORRECCION CAMBER TRASERO IZQUIERDO";2
2183;"CAMBIO DE ACEITE Y FILTROS 5W 30MOBIL";1
2184;"CAMBIO RODAMIENTO";2
2185;"SERVICIO DE PRENSA HIDRAULICA";2
2186;"BAJAR CULATA , BAJAR VALVULAS";1
2187;"REVISION GENERAL , ";1
2188;"EXPLORADORA TRASERA SUELTA , SOLTAR";1
2189;"REVISAR PARTE ELECTRICA NISSAN";1
2190;"EXTRACCION DE DOS TORNILLOS";1
2191;"EXTRACCION Y RECTIFICACION DE TORNILLOS";1
2192;"REVISAR BOMBA DE  GASOLINA";1
2193;"SE APAGA Y PIERDE FUERZA";1
2194;"ABONO 1350000";1
2195;"MANO DE OBRA REVISAR SUSPENSION  GENERAL";1
2196;"REVISION GENERAL DE FRENOS, GRADUACION FRENOS TRAS";1
2197;"CAMBIO DE INYECTORES";1
2198;"CAMBIO GUAYAS";1
2199;"KIT REPARTICION INSTALADO";1
2200;"SE HACE CONSTANCIA QUE SE CAMBIA BOMBA DE AGUA Y N";1
2201;"SE CAMBIO KIT REPARTCION A LOS 319 KM ";1
2202;"SE CAMBIO KIT REPARTICION A LOS 307442";1
2203;"CAMBIO DE ACEITE Y FILTROS 10 W 30 MOBIL";1
2204;"CAMBIO DE CONECTOR PERA ACEITE";1
2205;"CAMBIO DE EMPAQUE TAPA QUINTA POR GARANTIA ";1
2206;"RECTIFICAR Y CAMBIO DE TAPON CAJA POR GARANTIA ";1
2207;"REVISAR RUIDO QUE TIENE , SI ES CORREA O PATIN";1
2208;"REVICION DE FRENOS";2
2209;"CARRO NO PRENDE , NO LLEGA CORRIENTE A LA BOMBA GA";1
2210;"RECTIFICAR RIN TRASERO IZQUIERDO ";2
2211;"CAMBIO SOPORTE INFETRIOR CAJA";2
2212;"CAMBIO COPELAS AMORTIGUADORES";2
2213;"JUEGO BANDAS INSTALADS";1
2214;"CAMBIO RODAMIENTOS TRASEROS PRENSA HIDRAULICA";1
2215;"CAMBIO CORREA MANO DE OBRA";1
2216;"REVISION DE FRENOS";2
2217;"CAMBIO PASTILLAS DE FRENOS";2
2218;"CAMBIO AXIAL IZQUIERDO";2
2219;"ARREGLO TANQUE GASOLINA";1
2220;"CAMBIO DE SILINDROS DE FRENOS";2
2221;"SE LEINFORMA A CLIENTE QUE DEBE CAMBIARSE BOMBA DE";1
2222;"BOMBA AGUA, REFRIGERANTE Y MANO DE OBRA";1
2223;"TAPONES, CAMBIO TAPONES, REFRIGERANTE";1
2224;"CAMBIO MOTO VENTILADOR Y PACHA";1
2225;"CORRECION DE CAMBER  TRASERO IZQUIERDO";1
2226;"ALINEACION DOBLE         ";2
2227;"PARA CAMBIO DE DOS BOBINAS DE ENCENDIDO";1
2228;"CONECTORES DE BOBINAS";1
2229;"LA COMPRENSION ESTA EN 120";1
2230;"NO HA SIDO ESTRELLADO";1
2231;"REVISION DE AIRE ACONDICIONADO ";1
