"pr_id";"pr_fk_marca";"pr_nombre";"pr_cantidad";"pr_codigo";"pr_activos";"pr_salida";"pr_valor";"pr_adquisicion";"pr_fk_empresa"
296;10;"VARSOL";0;"0";-111;111;0.0;0.0;1
297;10;"CHELAC";0;"0";-2;2;0.0;0.0;1
298;10;"SELLOS VALVULAS";0;"0";-22;22;0.0;0.0;1
299;10;"JUEGO TORNILLOS CULATA";0;"0";0;0;0.0;0.0;1
300;10;"LIGAS MULTIPLE ADMISION";0;"0";-25;25;0.0;0.0;1
301;2;"POLEAS EJE DE LEVAS DUSTER 1.6";0;"77014713741";0;0;0.0;0.0;1
302;2;"SOPORTE DE MOTOR DUSTER 2.0";0;"112100071r1";-1;1;0.0;0.0;1
303;2;"EJE DE LEVAS ADMISION DUSTER";0;"130208342r1";0;0;0.0;0.0;1
304;2;"EJE DE LEVAS ESCAPE DUSTER";0;"130205358r1";0;0;0.0;0.0;1
305;2;"VALVULAS DE ESCAPE DUSTER 2.0";0;"77014742871";0;0;0.0;0.0;1
306;2;"VALVULAS DE ADMISION DUSTER 2.0";0;"77014781301";0;0;0.0;0.0;1
307;2;"CORREA DE ACCESORIOS DUSTER 2.0";0;"117207944r1";-1;1;0.0;0.0;1
308;2;"KIT DISTRIBUCION DUSTER 1.6";0;"130C17529R1";0;0;0.0;0.0;1
309;2;"CORREA DE ACCESORIOS DUSTER 1.6";0;"82005989641";-1;1;0.0;0.0;1
310;10;"BATERIA DUNCAN 850";0;"0";0;0;0.0;0.0;1
311;10;"CORREA REPARTICION DUSTER 1600";0;"0";0;0;0.0;0.0;1
312;10;"FILTRO AIRE DUSTER";0;"0";-4;4;0.0;0.0;1
313;10;"REFRIGERANTE VERDE 1/4";0;"0";0;0;0.0;0.0;1
314;10;"SENSOR DE POSICION";0;"0";-1;1;0.0;0.0;1
315;10;"DISCOS DE FRENOS RENAULT";0;"0";0;0;0.0;0.0;1
316;10;"JUEGO DE MANGUERAS CON ABRAZADERAS";0;"0";-1;1;0.0;0.0;1
317;10;"VOLANTA";0;"0";0;0;0.0;0.0;1
318;10;"LIGA CUERPO ACELERACION SANDERO";0;"0";0;0;0.0;0.0;1
319;10;"LIMPIADOR TBI";0;"0";-75;75;0.0;0.0;1
320;10;"BOMBA INYECCION";0;"0";-6;6;0.0;0.0;1
321;10;"SOPORTE CAJA ORG.";0;"0";-1;1;0.0;0.0;1
322;10;"PATIN CORREA ACCESORIOS";0;"0";0;0;0.0;0.0;1
323;10;"MANGUERAS CALEFACCION";0;"0";-3;3;0.0;0.0;1
324;10;"306206822R1";0;"0";0;0;0.0;0.0;1
325;2;"INYECTOR";0;"166009398R";-5;5;180000.0;85000.0;1
326;10;"FILTRO AIRE ACONDICIONADO";0;"0";-423;423;0.0;0.0;1
327;10;"ALINEACION BALANCEO";0;"0";-1;1;0.0;0.0;1
328;10;"ROTACI”N DE LLANTAS";0;"0";0;0;0.0;0.0;1
329;10;"CAMBIO KIT REPARTICION";0;"0";-14;14;0.0;0.0;1
330;10;"KIT REPARTICION ORG. GM";0;"0";-2;2;0.0;0.0;1
331;10;"BUJIAS GM,";0;"0";-4;4;0.0;0.0;1
332;10;"CORREA ACCESORIOS GM";0;"0";0;0;0.0;0.0;1
333;10;"EMPAQUE TAPA VALVULAS";0;"0";-5;5;0.0;0.0;1
334;10;"LIMPIADOR ELECTRONICO";0;"0";-35065;35065;0.0;0.0;1
335;10;"FILTRO GASOLINA GM";0;"0";0;0;0.0;0.0;1
336;10;"REGULADOR BOSH";0;"0";0;0;0.0;0.0;1
337;10;"ESCOBILLAS Y RODAMIENTOS";0;"0";0;0;0.0;0.0;1
338;10;"VALVULAS ADMISION Y ESCAPE";0;"0";-1;1;0.0;0.0;1
339;10;"PISTONES";0;"0";-10;10;0.0;0.0;1
340;10;"ANILLOS";0;"0";-5;5;0.0;0.0;1
341;10;"BOMBA DE AGUA ORG.";0;"0";-17;17;0.0;0.0;1
342;10;"BOMBA ACEITE";0;"0";0;0;0.0;0.0;1
343;10;"SOPÚRTE  ";0;"0";0;0;0.0;0.0;1
344;10;"FLAUTA COMPLETA CON INYECTORES";0;"0";-1;1;0.0;0.0;1
345;10;"RODAMIENTOS TRASEROS";0;"0";-4;4;0.0;0.0;1
346;10;"RODAMIENTOS DELANTEROS SNR";0;"0";0;0;0.0;0.0;1
347;10;"BOSIN DELANTERO";0;"0";0;0;0.0;0.0;1
348;10;"PUNTA HOMOSINETICA";0;"0";0;0;0.0;0.0;1
349;10;"GUARDAPOLVOS EJE";0;"0";-4;4;0.0;0.0;1
350;10;"VALVULINA 3/4";0;"0";-28;28;0.0;0.0;1
351;10;"ABRAZADERAS PUNTA ESTABILIZADORA";0;"0";0;0;0.0;0.0;1
352;10;"CAUCHOS PUNTA ESTABILIZADORA";0;"0";0;0;0.0;0.0;1
353;10;"BRAZO AXAL DIRECCION";0;"0";0;0;0.0;0.0;1
354;10;"CAMBIO CLOTSH";0;"0";0;0;0.0;0.0;1
355;10;"CAMBIO GUAYA CLOTSH";0;"0";0;0;0.0;0.0;1
356;10;"REPARAR CAJA DE DIRECCION";0;"0";0;0;0.0;0.0;1
357;10;"REWVISAR SUSPENSION";0;"0";0;0;0.0;0.0;1
358;10;"REVISAR FRENOS";0;"0";0;0;0.0;0.0;1
359;10;"REVISAR SUSPENSION";0;"0";-1;1;0.0;0.0;1
360;10;"AJUSTE GENERAL";0;"0";0;0;0.0;0.0;1
361;10;"BOMBA INYECCION BOSH";0;"0";-1;1;0.0;0.0;1
362;10;"ACEITE HIDRAULICO 1/4";0;"0";-16;16;0.0;0.0;1
363;10;"JUEGO SILLAS";0;"0";0;0;0.0;0.0;1
364;10;"PILA DE COMBUSTIBLE";0;"0";-3;3;0.0;0.0;1
365;10;"BUJIAS RENAULT ORG";0;"0";-237;237;0.0;0.0;1
366;10;"AMORTIGUADOR DELANTERO ";0;"0";-3;3;0.0;0.0;1
367;10;"MEDIDOR ACEITE";0;"0";0;0;0.0;0.0;1
368;10;"BANDAS TRASERAS ORG";0;"0";-3;3;0.0;0.0;1
369;10;"AUTOMATICOS FRENOS";0;"0";0;0;0.0;0.0;1
370;10;"SILINDROS FRENOS";0;"0";0;0;0.0;0.0;1
371;10;"JUEGO RESORTES";0;"0";0;0;0.0;0.0;1
372;10;"CAMPANAS TRASERAS";0;"0";-6;6;0.0;0.0;1
373;10;"LIQUIDO FRENOS";0;"0";-18;18;0.0;0.0;1
374;10;"RETENEDOR POLEA";0;"0";0;0;0.0;0.0;1
375;10;"RETENEDORES EJE LEVAS";0;"0";-32;32;0.0;0.0;1
376;10;"TAPONES EJE LEVAS";0;"0";-7;7;0.0;0.0;1
377;10;"REFRIGERENTE RADIADOR";0;"0";-1;1;0.0;0.0;1
378;10;"FILTRO GASOLINA ORG";0;"0";-4;4;0.0;0.0;1
379;10;"CAJA DIRECCION";0;"0";-5;5;0.0;0.0;1
380;10;"KIT CLOTSH";0;"0";0;0;0.0;0.0;1
381;10;"GUAYA ORIGINAL ";0;"0";0;0;0.0;0.0;1
382;10;"ACEITE CAJA   ";0;"0";-65;65;0.0;0.0;1
383;10;"TIJERA DELANTERA DERECHA";0;"0";-7;7;0.0;0.0;1
384;10;"MUÒECOS ESTABILIZADORA";0;"0";-55;55;0.0;0.0;1
385;10;"CAUCHOS ESTABILIZADORA CENTRALES";0;"0";-5;5;0.0;0.0;1
386;10;"EMPAQUE CARTER";0;"0";-68;68;0.0;0.0;1
387;10;"RETEN CAJA";0;"0";0;0;0.0;0.0;1
388;10;"TERMOSTATO ORIGINAL";0;"0";-135;135;0.0;0.0;1
389;10;"EMPAQUETADURA CULATIN";0;"0";0;0;0.0;0.0;1
390;10;"LIMPIADOR DE INYECTORES";0;"0";-71;71;0.0;0.0;1
391;10;"FILTRO ACEITE";0;"0";-4;4;0.0;0.0;1
392;10;"GUARDAPOLVO AMORTIGUADOR";0;"0";-25;25;0.0;0.0;1
393;10;"TARRO AGUA LAVAVIDRIOS";0;"0";0;0;0.0;0.0;1
394;10;"MEDIDIR DE ACEITE";0;"0";0;0;0.0;0.0;1
395;10;"MOTOR Y TRABAJO DE MOTOR";0;"0";0;0;0.0;0.0;1
396;10;"SOPORTE MOTOR";0;"0";-1;1;0.0;0.0;1
397;10;"BUJES ESTABILIZADORA";0;"0";-52;52;0.0;0.0;1
398;10;"PASTILLAS FRENOS HIQ";0;"0";0;0;0.0;0.0;1
399;10;"TOBERAS INYECTORES ORG.";0;"0";0;0;0.0;0.0;1
400;10;"CAUCHOS BARILLA ESTABILIZADORA";0;"0";0;0;0.0;0.0;1
401;10;"RETENES SIGUE—AL";0;"0";0;0;0.0;0.0;1
402;10;"EMPAQUE CULATA";0;"0";-55;55;0.0;0.0;1
403;10;"EMPAQUE EXOSTO";0;"0";-1;1;0.0;0.0;1
404;10;"EMPAQUES CARBURADOR";0;"0";0;0;0.0;0.0;1
405;10;"CORTADOR COMBUSTIBLE";0;"0";0;0;0.0;0.0;1
406;10;"INSTALACION DE ALTA";0;"0";-10;10;0.0;0.0;1
407;10;"SENSOR SELENOIDE DE MINIMA";0;"0";0;0;0.0;0.0;1
408;10;"PASTILLAS FRTENOS";0;"0";-1;1;0.0;0.0;1
409;10;"BOMBILLOS FRENO Y FAROLAS";0;"0";0;0;0.0;0.0;1
410;10;"DISCOS DELANTEROS";0;"0";0;0;0.0;0.0;1
411;10;"DISCOS TRASEROS";0;"0";0;0;0.0;0.0;1
412;10;"PASTILLAS FRENOS DELANTERAS";0;"0";-23;23;0.0;0.0;1
413;10;"PASTILLAS FRENOS TRASERAS";0;"0";0;0;0.0;0.0;1
414;10;"REFRIGERANTE ROJO 1/4";0;"0";0;0;0.0;0.0;1
415;10;"GUAYA GASOLINA";0;"0";0;0;0.0;0.0;1
416;10;"SICAFLEX";0;"0";0;0;0.0;0.0;1
417;10;"AMORTIGUADORES DELANTEROS";0;"0";-31;31;0.0;0.0;1
418;10;"BASE AMORTIGUADORES";0;"0";0;0;0.0;0.0;1
419;10;"RODILLOS";0;"0";0;0;0.0;0.0;1
420;10;"KIT EMBRAGUE";0;"0";-1;1;0.0;0.0;1
421;10;"TIJERAS";0;"0";-6;6;0.0;0.0;1
422;10;"RODAMIENTO VOLANTE";0;"0";0;0;0.0;0.0;1
423;10;"RETENEDOR VOLANTE";0;"0";-9;9;0.0;0.0;1
424;10;" FILTRO AIRE";0;"0";-14;14;0.0;0.0;1
425;10;"ESCOBILLAS   ";0;"0";-4;4;0.0;0.0;1
426;10;"BASES AMORTIGUADORES";0;"0";0;0;0.0;0.0;1
427;10;"JUEGO CAUCHOS TBI";0;"0";0;0;0.0;0.0;1
428;10;"EMPAQUES TBI";0;"0";0;0;0.0;0.0;1
429;10;"FILTRO COMBUSTIBLE";0;"0";-3;3;0.0;0.0;1
430;10;"SOPORTE CENTRA E INFERIOR CAJA";0;"0";0;0;0.0;0.0;1
431;10;"SOPORTE SUPERIOR CAJA";0;"0";-4;4;0.0;0.0;1
432;10;"RODAMIENTO AMORTIGUADOR";0;"0";-22;22;0.0;0.0;1
433;10;"MOTOR COMPLETO";0;"0";-2;2;0.0;0.0;1
434;10;"ORQUILLA";0;"0";0;0;0.0;0.0;1
435;10;"BOMBILLO H7";0;"0";-1;1;0.0;0.0;1
436;10;"FILTRO AIRE MFA728P";0;"0";0;0;0.0;0.0;1
437;10;"SOPORTE CUNA";0;"0";0;0;0.0;0.0;1
438;10;"CAMBIO BUJES";0;"0";0;0;0.0;0.0;1
439;10;"FILTROACEITE";0;"0";0;0;0.0;0.0;1
440;10;"LLANTAS BF GOODRICH";0;"0";0;0;0.0;0.0;1
441;10;"BATERIA DUNCAN 550";0;"0";0;0;0.0;0.0;1
442;10;"CAMBIO BOMBILLO";0;"0";0;0;0.0;0.0;1
443;10;"CAMBIO FILTRO AIRE ACONDICIONADO";0;"0";-10;10;0.0;0.0;1
444;10;"PASTILLAS DE FRENOS  ";0;"0";-34;34;0.0;0.0;1
445;10;"RETENEDOR EJE DE LEVAS";0;"0";-4;4;0.0;0.0;1
446;10;"KIT DE REPARTICION  ";0;"0";-30;30;0.0;0.0;1
447;10;"LIGAS CUERPO ACELERACION";0;"0";-23;23;0.0;0.0;1
448;10;"BUJES  ";0;"0";-4;4;0.0;0.0;1
449;10;"ROTULAS";0;"0";0;0;0.0;0.0;1
450;10;"EMPAQUES CUERPO ACELERACION";0;"0";0;0;0.0;0.0;1
451;10;"RETENEDOR CONTROL CAMBIOS";0;"0";0;0;0.0;0.0;1
452;10;"RETENEDOR SIGUE—AL ORIG.";0;"0";0;0;0.0;0.0;1
453;10;"JUEGO LIGAS MORDAZAS TRASERAS";0;"0";0;0;0.0;0.0;1
454;10;"LIQUIDO DE FRENOS";0;"0";-5;5;0.0;0.0;1
455;10;"JUEGO DE BOMBILLOS LED";0;"0";0;0;0.0;0.0;1
456;10;"0215";0;"0";0;0;0.0;0.0;1
457;10;"MANGUERA HIDRAULOCO";0;"0";0;0;0.0;0.0;1
458;10;"EXOSTO  ";0;"0";0;0;0.0;0.0;1
459;10;"BOMBA COMBUSTIBLE";0;"0";0;0;0.0;0.0;1
460;10;"MANGUERA FRENOS";0;"0";0;0;0.0;0.0;1
461;10;"PALANCA DE LUCES";0;"0";-1;1;0.0;0.0;1
462;10;"JUEGO BANDAS TRASERAS";0;"0";-21;21;0.0;0.0;1
463;10;"GRADUACIONES TRTASERAS";0;"0";-2;2;0.0;0.0;1
464;10;"BOBINA DE ENCENDIDO";0;"0";-5;5;0.0;0.0;1
465;10;"REVISAR FALLA MOTOR";0;"0";0;0;0.0;0.0;1
466;10;"CAMBIO BOBINA ";0;"0";-4;4;0.0;0.0;1
467;10;"KIT CLOTSH COMPLETO";0;"0";-4;4;0.0;0.0;1
468;10;"GUAYA CLOTSH  ";0;"0";0;0;0.0;0.0;1
469;10;"VALVULAS ESCAPE  ";0;"0";-34;34;0.0;0.0;1
470;10;"VALVULAS ADMISION  ";0;"0";-34;34;0.0;0.0;1
471;10;"GUIAS";0;"0";-10;10;0.0;0.0;1
472;10;"CASQUETES VIELA";0;"0";0;0;0.0;0.0;1
473;10;"CASQUETES VANCADA";0;"0";0;0;0.0;0.0;1
474;10;"ACEITE MOTOR ";0;"0";-7;7;0.0;0.0;1
475;10;"TUBO PRINCIPAL DE AGUA";0;"0";0;0;0.0;0.0;1
476;10;"BIJIAS";0;"0";0;0;0.0;0.0;1
477;10;"BUJES CUNA";0;"0";0;0;0.0;0.0;1
478;10;"SENSOR MAF";0;"0";-1;1;0.0;0.0;1
479;10;"TIJERA DELANTERA IZQ.";0;"0";-2;2;0.0;0.0;1
480;10;"TIRANTA ESTABILIZADORA";0;"0";0;0;0.0;0.0;1
481;10;"BATERIA DUNCAN 900";0;"0";0;0;0.0;0.0;1
482;10;"TIRANTA CAJA";0;"0";0;0;0.0;0.0;1
483;10;"BALINERA VOLANTE";0;"0";0;0;0.0;0.0;1
484;10;"TAPA TARRO AGUA";0;"0";-2;2;0.0;0.0;1
485;10;"ROTULAS ";0;"0";0;0;0.0;0.0;1
486;10;"TERMINAL";0;"0";0;0;0.0;0.0;1
487;10;"GRASA";0;"0";-3;3;0.0;0.0;1
488;10;"JUEGO DE BANDAS";0;"0";-4;4;0.0;0.0;1
489;10;"RODILLOS INTERNOS";0;"0";0;0;0.0;0.0;1
490;10;"RODILLOS EXTERNOS";0;"0";0;0;0.0;0.0;1
491;10;"RETENEDORES TRASEROS";0;"0";0;0;0.0;0.0;1
492;10;"ESPIRAL DE AMORTIGUADOR";0;"0";-1;1;0.0;0.0;1
493;10;"MANGUERA CALEFACCION";0;"0";-2;2;0.0;0.0;1
494;10;"ENFRIADOR DE ACEITE";0;"0";-2;2;0.0;0.0;1
495;10;"CUERPO ACELERACION  ";0;"0";-9;9;0.0;0.0;1
496;10;"PEDAL ACELERADOR";0;"0";-1;1;0.0;0.0;1
497;10;"BUJIAS PUNTA PLATINUM";0;"0";0;0;0.0;0.0;1
498;10;"SENSOR DE OXIGENO";0;"0";-17;17;0.0;0.0;1
499;10;"BARILLA MEDIDORA DE ACEITE";0;"0";-3;3;0.0;0.0;1
500;10;"MANGUERA DE REFRIGERACION CUERPO ACELERACION";0;"0";0;0;0.0;0.0;1
501;10;"LIGA INYECTORES";0;"0";0;0;0.0;0.0;1
502;10;" FILTRO ACEITE";0;"0";-3;3;0.0;0.0;1
503;10;"JUEGO ANILLOS";0;"0";-7;7;0.0;0.0;1
504;10;"RETENEDOR EJE  ";0;"0";0;0;0.0;0.0;1
505;10;"PERA HIDRAULICO ";0;"0";0;0;0.0;0.0;1
506;10;"PERA ACEITE";0;"0";0;0;0.0;0.0;1
507;10;"MANGUERA DIRECCION HIDRAULICA";0;"0";0;0;0.0;0.0;1
508;10;"BOMBILLO DELANRTERO";0;"0";0;0;0.0;0.0;1
509;10;"PASTILLAS  ";0;"0";0;0;0.0;0.0;1
510;10;"BATERIA DUNCAN 1150";0;"0";0;0;0.0;0.0;1
511;10;"FILTRO AIRE  ";0;"0";-7;7;0.0;0.0;1
512;10;"MANGUERA  ";0;"0";-8;8;0.0;0.0;1
513;10;"CAMBIO MICROMOTOR";0;"0";0;0;0.0;0.0;1
514;10;"RADIADOR CARRO";0;"0";-6;6;0.0;0.0;1
515;10;"RADIADOR MOTOR";0;"0";-12;12;0.0;0.0;1
516;10;"CORREA  REPARTICION";0;"0";-2;2;0.0;0.0;1
517;10;"REVISAR RUIDO CAJA";0;"0";0;0;0.0;0.0;1
518;10;"VALINERA CENTRAL";0;"0";0;0;0.0;0.0;1
519;10;"KID DE REPARTICION";0;"0";0;0;0.0;0.0;1
520;10;"RETENES POR TRES";0;"0";0;0;0.0;0.0;1
521;10;"BARSOL";0;"0";0;0;0.0;0.0;1
522;10;"ISTALACION DE ALTA";0;"0";0;0;0.0;0.0;1
523;10;"MANO DE OBRA";0;"0";-1;1;0.0;0.0;1
524;10;"CULATA COMPLETA";0;"0";-4;4;0.0;0.0;1
525;10;"PASTILLAS DELANTERAS";0;"0";-7;7;0.0;0.0;1
526;10;"SOPORTE PRINCIPAL MOTOR";0;"0";0;0;0.0;0.0;1
527;10;"SOPORTE TIRANTA SUPERIOR";0;"0";0;0;0.0;0.0;1
528;10;"ARREGLO COMPRESOR";0;"0";0;0;0.0;0.0;1
529;10;"EMPAQUETADURA CUERPO DE ADMISION";0;"0";0;0;0.0;0.0;1
530;10;"GUARDAPOLVOS CAJA DIRECCION";0;"0";-1;1;0.0;0.0;1
531;10;"SOPORTES BASE AMORTIGUADOR";0;"0";0;0;0.0;0.0;1
532;10;"CAMBIO EMPAQUE BASE TERMOSTATO";0;"0";0;0;0.0;0.0;1
533;10;"CAMBIO MANGUERAS RECUPERADOR DE GASES";0;"0";0;0;0.0;0.0;1
534;10;"DANPER";0;"0";0;0;0.0;0.0;1
535;10;"BOMBA AGUA";0;"0";-22;22;0.0;0.0;1
536;10;"IMPULSADORES";0;"0";-1;1;0.0;0.0;1
537;10;"VALVULA PSI";0;"0";0;0;0.0;0.0;1
538;10;"DECALADOR";0;"0";-1;1;0.0;0.0;1
539;10;"VARIOS BUJIAS";0;"0";0;0;0.0;0.0;1
540;10;"POLEA LOCA";0;"0";0;0;0.0;0.0;1
541;10;"POLEA TENSOR";0;"0";-1;1;0.0;0.0;1
542;10;"POLEA SIGUENAL";0;"0";0;0;0.0;0.0;1
543;10;"MANGERA GAS";0;"0";0;0;0.0;0.0;1
544;10;"BUJES TIJERAS";0;"0";-2;2;0.0;0.0;1
545;10;"ASEITE MOTOR";0;"0";0;0;0.0;0.0;1
546;10;"PLUMILLAS";0;"0";0;0;0.0;0.0;1
547;10;"REVISAR ALTERNADOR";0;"0";0;0;0.0;0.0;1
548;10;"GATO";0;"0";0;0;0.0;0.0;1
549;10;"KIT  DE REPARTICION ";0;"0";0;0;0.0;0.0;1
550;10;"REVISAR SOPORTE DE CAJA";0;"0";0;0;0.0;0.0;1
551;10;"REVISAR SUPENCION";0;"0";0;0;0.0;0.0;1
552;10;"REVISAR FRENOS Y FILTROS ";0;"0";0;0;0.0;0.0;1
553;10;"SOPORTE DE CAJA.";0;"0";-1;1;0.0;0.0;1
554;10;"RECTIFICACI”N  DE TORNILLOS";0;"0";0;0;0.0;0.0;1
555;10;"CAMBIO DE PASTILLAS";0;"0";-4;4;0.0;0.0;1
556;10;"BATERIA WILAR";0;"0";-1;1;0.0;0.0;1
557;10;"ACEITE MOBIL 15W40";0;"0";0;0;0.0;0.0;1
558;10;"FILTRO DE ACEITE MOTOR";0;"0";0;0;0.0;0.0;1
559;10;"FILTRO DE AIRE CHEVROLET DISEL";0;"0";0;0;0.0;0.0;1
560;10;"FILTROS COMBUSTIBLE";0;"0";0;0;0.0;0.0;1
561;10;"ACEITE ELF 10W 30";0;"0";0;0;0.0;0.0;1
562;10;"FILTRO DE AIRE CHEVROLET AVEO";0;"0";0;0;0.0;0.0;1
563;10;"FILTRO DE AIRE DUSTER";0;"0";0;0;0.0;0.0;1
564;10;"SOPORTE DE AMORTIGUADOR ";0;"0";-2;2;0.0;0.0;1
565;10;"SOPORTE  AMORTIGUADOR ";0;"0";-2;2;0.0;0.0;1
566;10;"FILTRO DE AIRE.  ";0;"0";0;0;0.0;0.0;1
567;10;"ACEITE 15W 40 ELF";0;"0";0;0;0.0;0.0;1
568;10;"CAMBIO CAJA DE DIRECCION ";0;"0";0;0;0.0;0.0;1
569;10;"BATERIA HANKOOK 700 AMPERIOS";0;"0";0;0;0.0;0.0;1
570;10;"FILTRO DE AIRE LOGAN ";0;"0";0;0;0.0;0.0;1
571;10;"FILTRO DE ACEITE LOGAN ";0;"0";0;0;0.0;0.0;1
572;10;"UN INJETOR";0;"0";0;0;0.0;0.0;1
573;10;"LIMPIADOR ELECTR”NICO ";0;"0";-16;16;0.0;0.0;1
574;10;"FILTRO DE ACEITE DUSTER 1.5";0;"0";0;0;0.0;0.0;1
575;10;"FILTRO DE AIRE ACONDICIONADO  DUSTER 1.5";0;"0";0;0;0.0;0.0;1
576;10;"CAMBIO BUJIAS";0;"0";0;0;0.0;0.0;1
577;10;"FILTRO DE ACEITE DUSTER.";0;"0";0;0;0.0;0.0;1
578;10;"FILTRO DE AIRE SANDERO";0;"0";0;0;0.0;0.0;1
579;10;"FILTRO DE ACEITE SANDERO ";0;"0";0;0;0.0;0.0;1
580;10;"FILTRO DE AIRE ACONDICIONADO.";0;"0";-1;1;0.0;0.0;1
581;10;"BOMBA DE AGUA DUSTER 2.0";0;"0";-19;19;0.0;0.0;1
582;10;"SOPORTE CAJA.";0;"0";-5;5;0.0;0.0;1
583;10;"CORREA DE REPARTICI”N KIA ";0;"0";0;0;0.0;0.0;1
584;10;"SINCRONIZAR MOTOR ";0;"0";-4;4;0.0;0.0;1
585;10;"FILTRO DE ACEITE.";0;"0";0;0;0.0;0.0;1
586;10;"PATINES DE ASESORIOS ";0;"0";-3;3;0.0;0.0;1
587;10;"BRAZO AXIAL.";0;"0";-1;1;0.0;0.0;1
588;10;"BUJIA CHERY";0;"0";0;0;0.0;0.0;1
589;10;"BUJE BARRA TENSORA";0;"0";0;0;0.0;0.0;1
590;10;"TERMINAL DIRECCION";0;"0";-2;2;0.0;0.0;1
591;10;"DISCO FRENO";0;"0";-2;2;0.0;0.0;1
592;10;"PASTILLAS FRENO ";0;"0";-13;13;0.0;0.0;1
593;10;"BUJE BARRA ESTABILIZADORA ";0;"0";-1;1;0.0;0.0;1
594;10;"PISTON MOTOR";0;"0";0;0;0.0;0.0;1
595;10;"ANILLOS MOTOR ";0;"0";-2;2;0.0;0.0;1
596;10;"CASQUETES BANCADA";0;"0";-6;6;0.0;0.0;1
597;10;"MEDIALUNA CIGUE—A";0;"0";0;0;0.0;0.0;1
598;10;"GUIAS VALVULAS";0;"0";-30;30;0.0;0.0;1
599;10;"VALVULAS DE ADMISION .";0;"0";-8;8;0.0;0.0;1
600;10;"BUJIA MINY";0;"0";0;0;0.0;0.0;1
601;10;"BOBINA IDNICION";0;"0";0;0;0.0;0.0;1
602;10;"BOMBA DE AGUA, ";0;"0";-1;1;0.0;0.0;1
603;10;"CORREA ALTERNADOR";0;"0";-2;2;0.0;0.0;1
604;10;"LIMPIADOR CUERPO ACELERACION ";0;"0";-35004;35004;0.0;0.0;1
605;10;"JUEGO MAGUERAS ";0;"0";0;0;0.0;0.0;1
606;10;"BASE TERMOSTATO.";0;"0";-34;34;0.0;0.0;1
607;10;"RADIADOR.";0;"0";-27;27;0.0;0.0;1
608;10;"REFIGERANTE RADIADOR ";0;"0";-1;1;0.0;0.0;1
609;10;"RODAMIENTOS TRASEROS  ";0;"0";-6;6;0.0;0.0;1
610;10;"ACEITE DIESEL 15W40";0;"0";0;0;0.0;0.0;1
611;10;"FILTRO DE AIRE .";0;"0";0;0;0.0;0.0;1
612;10;"FILTRO DE ACEITE .";0;"0";0;0;0.0;0.0;1
613;10;"CAMBIO DE BATERIA ";0;"0";0;0;0.0;0.0;1
614;10;"CORREA DE REPARTICION DUSTER ";0;"0";-1;1;0.0;0.0;1
615;10;"CAMBIO RADIADOR";0;"0";0;0;0.0;0.0;1
616;10;"ARREGLO CONDENSADOR";0;"0";0;0;0.0;0.0;1
617;10;"FILTRO DE AIRE ACONDICIONADO .";0;"0";0;0;0.0;0.0;1
618;10;"RETIFICAR CIGUEÒA";0;"0";0;0;0.0;0.0;1
619;10;"DAR CIRCULO DE BIELAS";0;"0";0;0;0.0;0.0;1
620;10;"RETIFICAR BASES CIEGUEÒAL";0;"0";0;0;0.0;0.0;1
621;10;"CASQUETES BANCADA 0.50";0;"0";0;0;0.0;0.0;1
622;10;"CASQUETES BIELA 0.50";0;"0";0;0;0.0;0.0;1
623;10;"KIT CORREA DE REPARTICION";0;"0";-2;2;0.0;0.0;1
624;10;"VALINERA CLOSH";0;"0";0;0;0.0;0.0;1
625;10;"TORNILLO CULATA";0;"0";0;0;0.0;0.0;1
626;10;"KIT CHICLERES CARBURADOR";0;"0";0;0;0.0;0.0;1
627;10;"GALON DE BARSOL";0;"0";0;0;0.0;0.0;1
628;10;"CILICONA";0;"0";0;0;0.0;0.0;1
629;10;"CAMBIO CABLES DE ALTA";0;"0";0;0;0.0;0.0;1
630;10;"CAMBIO BUJÕA DE PLATINO ";0;"0";0;0;0.0;0.0;1
631;10;" CAMBIO SOPORTE";0;"0";0;0;0.0;0.0;1
632;10;"FILTRO  DE AIRE ";0;"0";0;0;0.0;0.0;1
633;10;"CAMBIO CABLES .";0;"0";0;0;0.0;0.0;1
634;10;"CAMBIO CUERPO  ACELERACION ";0;"0";0;0;0.0;0.0;1
635;10;"UNA BASE TERMOSTATO";0;"0";0;0;0.0;0.0;1
636;10;"REFRIGERANTE RADIADOR ";0;"0";-2;2;0.0;0.0;1
637;10;"MAGUERA RADIADOR";0;"0";0;0;0.0;0.0;1
638;10;"ABRAZADERAS METALICAS";0;"0";-317;317;0.0;0.0;1
639;10;"FILTRO  DE ACEITE ";0;"0";0;0;0.0;0.0;1
640;10;"REFRIGERANTE.";0;"0";-48;48;0.0;0.0;1
641;10;"UN FRASCO AGUA ";0;"0";0;0;0.0;0.0;1
642;10;"ROTULAS INFERIORES ";0;"0";0;0;0.0;0.0;1
643;10;"AMORTIGUADOR TOKCO";0;"0";0;0;0.0;0.0;1
644;10;"AMORTIGUADOR TOKICO DE DIRECCION ";0;"0";0;0;0.0;0.0;1
645;10;"CRUCETAS CARDAN";0;"0";-2;2;0.0;0.0;1
646;10;"EMPAQUES GENERAL";0;"0";0;0;0.0;0.0;1
647;10;"RETIFICACION DE DISCOS";0;"0";0;0;0.0;0.0;1
648;10;"ACEITE MOTOR Y FILTROS ";0;"0";-1;1;0.0;0.0;1
