"pr_id";"pr_fk_marca";"pr_nombre";"pr_cantidad";"pr_codigo";"pr_activos";"pr_salida";"pr_valor";"pr_adquisicion";"pr_fk_empresa"
649;10;"ACEITE DE CAJA";0;"0";-3;3;0.0;0.0;1
650;10;"ACEITE TRANSMISION ";0;"0";0;0;0.0;0.0;1
651;10;"ACEITE TRANFERT ";0;"0";0;0;0.0;0.0;1
652;10;"MANGUERA GRIFO PURGA ";0;"0";0;0;0.0;0.0;1
653;10;"DISCO,PRENSA Y VALIBOMBA";0;"0";0;0;0.0;0.0;1
654;10;"KIT DE BRONCES";0;"0";0;0;0.0;0.0;1
655;10;"VALBULINA";0;"0";0;0;0.0;0.0;1
656;10;"ACEITE 20 W 50 MOBIL";0;"0";0;0;0.0;0.0;1
657;10;"SOPORTE CAJA CENTRAL";0;"0";0;0;0.0;0.0;1
658;10;"CAUCHOS ESTABILIZADORA .";0;"0";0;0;0.0;0.0;1
659;10;"SOPORTE DE CAJA  CENTRAL";0;"0";0;0;0.0;0.0;1
660;10;"REGULADOR ALTERNADOR ";0;"0";-14;14;0.0;0.0;1
661;10;"CAMBIO RETENEDOR ";0;"0";0;0;0.0;0.0;1
662;10;"CAMBIO DE MANGUERA CALEFACCION";0;"0";0;0;0.0;0.0;1
663;10;"CAMBIO BOMBA DE AGUA";0;"0";-1;1;0.0;0.0;1
664;10;"CAMBIO MANGUERA .";0;"0";0;0;0.0;0.0;1
665;10;"CAMBIO DE REFRIGERANTE";0;"0";0;0;0.0;0.0;1
666;10;"CAMBIO MANGUERA 8";0;"0";0;0;0.0;0.0;1
667;10;"SOPORTE CAJA SUPERIOR";0;"0";-1;1;0.0;0.0;1
668;10;"RODAMIENTO DELANTERO IZQUIERDO  INSTALADO ";0;"0";-1;1;0.0;0.0;1
669;10;"CAMBERS TRASEROS ";0;"0";0;0;0.0;0.0;1
670;10;"SENSOR TEMPERATURA ORIGINAL";0;"0";-2;2;0.0;0.0;1
671;10;"MANGERA REFRIGERACION";0;"0";0;0;0.0;0.0;1
672;10;"FILTRO DE AIRE ACONDICIONADO ";0;"0";0;0;0.0;0.0;1
673;10;"SOPORTE DE CAJA  MOTOR DUSTER  2.0";0;"0";0;0;0.0;0.0;1
674;10;"CAMBIO VALBULA GAS";0;"0";0;0;0.0;0.0;1
675;10;"CAMBIO DE VALBULA GAS ";0;"0";0;0;0.0;0.0;1
676;10;"GRADUAR FRENOS ";0;"0";0;0;0.0;0.0;1
677;10;"AJUSTE SUSPENCION ";0;"0";0;0;0.0;0.0;1
678;10;"REFRIGERANTE  GALON ";0;"0";-790;790;0.0;0.0;1
679;10;"CAMBIO AMORTIGUADORES TRASEROS ";0;"0";0;0;0.0;0.0;1
680;10;"INJECTORES";0;"0";0;0;0.0;0.0;1
681;10;"RODAMIENTO TRASERO ";0;"0";-1;1;0.0;0.0;1
682;10;"CAMBIO RODAMIENTO TRASERO";0;"0";0;0;0.0;0.0;1
683;10;"FILTRO DE ACEITE DUSTER 1.6";0;"0";0;0;0.0;0.0;1
684;10;"JUNTA RODILLOS Y RETENEDORES";0;"0";0;0;0.0;0.0;1
685;10;"POTE DE GRASA(KOTE)";0;"0";0;0;0.0;0.0;1
686;10;" 4 BOBINAS";0;"0";0;0;0.0;0.0;1
687;10;"CLUTCH LOGAN";0;"0";0;0;0.0;0.0;1
688;10;"TIRANTA SOPORTE CAJA";0;"0";0;0;0.0;0.0;1
689;10;"RETENEDORES.";0;"0";-1;1;0.0;0.0;1
690;10;"REFRIGERANTE GALON .";0;"0";-85;85;0.0;0.0;1
691;10;"UN BRAZO COMPENSADOR DE DIRECCI”N";0;"0";0;0;0.0;0.0;1
692;10;"RODAMIENTOS DELANTEROS.";0;"0";-12;12;0.0;0.0;1
693;10;"BUJES TIJERA SUPERIORES";0;"0";0;0;0.0;0.0;1
694;10;"JUEGO BUJES TIJERA SUPERIOR";0;"0";0;0;0.0;0.0;1
695;10;"TERMINALES DE DIRECCION";0;"0";-8;8;0.0;0.0;1
696;10;"VIELA.";0;"0";0;0;0.0;0.0;1
697;10;"RETENEDORES CACHO";0;"0";0;0;0.0;0.0;1
698;10;"GRASA KOTE";0;"0";-1;1;0.0;0.0;1
699;10;"CAMBIO DE BOBINAS.";0;"0";-1;1;0.0;0.0;1
700;10;"CAMBIO INSTALACION";0;"0";0;0;0.0;0.0;1
701;10;"ACEITE 15W40 ";0;"0";0;0;0.0;0.0;1
702;10;"FILTRO DE AIRE NISSAN.";0;"0";0;0;0.0;0.0;1
703;10;"FILTRO DE ACEITE NISSAN";0;"0";0;0;0.0;0.0;1
704;10;"ACEITE 5W40 ELF";0;"0";0;0;0.0;0.0;1
705;10;"ACEITE 20W50 ELF";0;"0";0;0;0.0;0.0;1
706;10;"TAPA DISTRIBUIDOR";0;"0";0;0;0.0;0.0;1
707;10;"ROTOR DISTRIBUIDOR";0;"0";0;0;0.0;0.0;1
708;10;"LIMPIADOR INYECTORES ";0;"0";-35006;35006;0.0;0.0;1
709;10;"GUAYA CLOTSH ORIGINAL";0;"0";0;0;0.0;0.0;1
710;10;"PASTILLAS.";0;"0";0;0;0.0;0.0;1
711;10;"CAUCHO BOBINA";0;"0";0;0;0.0;0.0;1
712;10;"ACEITE 10W30 MOBIL";0;"0";0;0;0.0;0.0;1
713;10;"CORREA DE REPARTICION MEGANE";0;"0";0;0;0.0;0.0;1
714;10;"CAUCHOS VARILLA ESTABILIZADORA";0;"0";0;0;0.0;0.0;1
715;10;"3 RETENEDORES";0;"0";0;0;0.0;0.0;1
716;10;"BOMBA DE COMBUSTIBLE";0;"0";-3;3;0.0;0.0;1
717;10;"JUEGO DE BUJIAS NGK";0;"0";-8;8;0.0;0.0;1
718;10;"CAMBIO ACEITE ";0;"0";0;0;0.0;0.0;1
719;10;"RODAMIENTO.";0;"0";-2;2;0.0;0.0;1
720;10;"PERA DE ACEITE";0;"0";-1;1;0.0;0.0;1
721;10;"SOPORTE AMORTIGUADOR";0;"0";0;0;0.0;0.0;1
722;10;"SOPORTE CAJA .";0;"0";0;0;0.0;0.0;1
723;10;"BOBINA.";0;"0";-113;113;0.0;0.0;1
724;10;"PUNTA DE EJE ";0;"0";0;0;0.0;0.0;1
725;10;"HOJA PRINCIPAL";0;"0";0;0;0.0;0.0;1
726;10;"BUJES HOJA PRINCIPAL";0;"0";0;0;0.0;0.0;1
727;10;"TORNILLO CENTRAL MUELLE";0;"0";0;0;0.0;0.0;1
728;10;"TIRANTAS DUSTER";0;"0";0;0;0.0;0.0;1
729;10;"VALVULA JAC";0;"0";0;0;0.0;0.0;1
730;10;"TERMOSTATO .";0;"0";-16;16;0.0;0.0;1
731;10;"BUJÕA PRE-CALENTAMIENTO ";0;"0";0;0;0.0;0.0;1
732;10;"V¡LVULA ESCAPE ";0;"0";-1;1;0.0;0.0;1
733;10;"V¡LVULA ADMISI”N ";0;"0";-2;2;0.0;0.0;1
734;10;"EMPAQUETADURA MOTOR .";0;"0";-13;13;0.0;0.0;1
735;10;"RETENEDORES X4 ";0;"0";0;0;0.0;0.0;1
736;10;"EJE DE LEVAS.";0;"0";0;0;0.0;0.0;1
737;10;"PIÒON DEL EJE LEVAS";0;"0";0;0;0.0;0.0;1
738;10;"FLAUTA.";0;"0";0;0;0.0;0.0;1
739;10;"BALANCINES DE LA FLAUTA ESCAPE ";0;"0";0;0;0.0;0.0;1
740;10;"BALANCINES DE LA FLAUTA ADMISI”N ";0;"0";0;0;0.0;0.0;1
741;10;"AXIAL IZQUIERDO ";0;"0";-2;2;0.0;0.0;1
742;10;"MANGERA DESFOGUE ";0;"0";0;0;0.0;0.0;1
743;10;"LAVADOR DE INJECTORES";0;"0";0;0;0.0;0.0;1
744;10;"MANGUERAS CUERPO ACELERACI”N";0;"0";0;0;0.0;0.0;1
745;10;"ABRAZADERA GENERAL ";0;"0";0;0;0.0;0.0;1
746;10;"EMPAQUES BASE MOTOR ";0;"0";0;0;0.0;0.0;1
747;10;"RECTIFICADORA ";0;"0";0;0;0.0;0.0;1
748;10;"RODAMIENTO  DELANTERO ";0;"0";0;0;0.0;0.0;1
749;10;"BOMBA HIDRAULICA";0;"0";-4;4;0.0;0.0;1
750;10;"PUÒOS TIJERA";0;"0";0;0;0.0;0.0;1
751;10;"PASTILLAS TRASERAS";0;"0";-4;4;0.0;0.0;1
752;10;"PRE-SILENCIADOR EXOSTO";0;"0";0;0;0.0;0.0;1
753;10;"TORNILLO CENTRAL .";0;"0";0;0;0.0;0.0;1
754;10;"SELLOS DE BUJIAS ";0;"0";0;0;0.0;0.0;1
755;10;"BUJIAS .";0;"0";-81;81;0.0;0.0;1
756;10;"RETENEDOR DISTRIBUIDOR ";0;"0";0;0;0.0;0.0;1
757;10;"BATERIA .";0;"0";-1;1;0.0;0.0;1
758;10;"PASTILLAS .";0;"0";0;0;0.0;0.0;1
759;10;"INJECTOR.";0;"0";0;0;0.0;0.0;1
760;10;"SENSOR DE TEMPERATURA";0;"0";-7;7;0.0;0.0;1
761;10;"JUEGO DE BUJES TIJERA";0;"0";0;0;0.0;0.0;1
762;10;"MU—ECOS BARRA ESTABILIZADORA";0;"0";-113;113;0.0;0.0;1
763;10;"BUJES CENTRALES BARRA ESTABILIZADORA ";0;"0";-11;11;0.0;0.0;1
764;10;"TORNILLO Y GRAPA";0;"0";0;0;0.0;0.0;1
765;10;"ROTULA  INFERIOR";0;"0";0;0;0.0;0.0;1
766;10;"ROTULA SUPERIOR";0;"0";0;0;0.0;0.0;1
767;10;"FILTRO DE AIRE ACONDICIONADO. ";0;"0";0;0;0.0;0.0;1
768;10;"RODAMIENTO .";0;"0";0;0;0.0;0.0;1
769;10;"INYECTORES.";0;"0";-13;13;0.0;0.0;1
770;10;"DOS BOMBILLOS";0;"0";0;0;0.0;0.0;1
771;10;"DOS FUSIBLES.";0;"0";0;0;0.0;0.0;1
772;10;"VALVULINA.";0;"0";-42;42;0.0;0.0;1
773;10;"LIMPIADOR DE CUERPO ACELERACI”N ";0;"0";0;0;0.0;0.0;1
774;10;"PREFILTROS INJECTORES";0;"0";0;0;0.0;0.0;1
775;10;"PREFILTROS DE INYECTORES ";0;"0";0;0;0.0;0.0;1
776;10;"BANDAS .";0;"0";0;0;0.0;0.0;1
777;10;"RODAMIENTO IZQUIERDO TRASERO ";0;"0";-2;2;0.0;0.0;1
778;10;"CILINDROS.";0;"0";0;0;0.0;0.0;1
779;10;"TAPA RADIADOR";0;"0";-1;1;0.0;0.0;1
780;10;"SENSOR DE AIRE";0;"0";0;0;0.0;0.0;1
781;10;"INJECTOR ORIGINAL";0;"0";0;0;0.0;0.0;1
782;10;"MU—ECOS.";0;"0";-1;1;0.0;0.0;1
783;10;"CAUCHOS BOBINA.";0;"0";0;0;0.0;0.0;1
784;10;"CAMBIO SOPORTE DE CAJA INFERIOR ";0;"0";0;0;0.0;0.0;1
785;10;"SOPORTE CAJA DELANTERO ";0;"0";0;0;0.0;0.0;1
786;10;"SOPORTE DE CAJA TRASERO ";0;"0";0;0;0.0;0.0;1
787;10;"VALVULAS DE ESCAPE.";0;"0";-8;8;0.0;0.0;1
788;10;"SOPORTE MOTOR ORIGINAL";0;"0";-1;1;0.0;0.0;1
789;10;"SOPORTE CENTRAL CAJA";0;"0";0;0;0.0;0.0;1
790;10;"2 TAPONES EJE LEVAS";0;"0";-1;1;0.0;0.0;1
791;10;"2 BOBINAS ";0;"0";-2;2;0.0;0.0;1
792;10;"CUERPO DE ADMISI”N ";0;"0";0;0;0.0;0.0;1
793;10;"RODAMIENTO DELANTERO DERECHO";0;"0";-7;7;0.0;0.0;1
794;10;"RODAMIENTO TRASERO IZQUIERDO";0;"0";-12;12;0.0;0.0;1
795;10;"PASTILLAS";0;"0";0;0;0.0;0.0;1
796;10;"RODAMIENTO TRASERO DERECHO";0;"0";-6;6;0.0;0.0;1
797;10;"RODAMIENTO IZQ.";0;"0";0;0;0.0;0.0;1
798;10;"CRUCETA";0;"0";0;0;0.0;0.0;1
799;10;"RETENEDOR .";0;"0";-1;1;0.0;0.0;1
800;10;"LÕQUIDO DE FRENOS ";0;"0";-2;2;0.0;0.0;1
801;10;"TUBO CALEFACTOR";0;"0";-12;12;0.0;0.0;1
802;10;"TAP”N DE AGUA";0;"0";-1;1;0.0;0.0;1
803;10;"CORREA DE ACCESORIOS .";0;"0";-1;1;0.0;0.0;1
804;10;"CARTER.";0;"0";-1;1;0.0;0.0;1
805;10;"FILTRO DE AIRE ACONDICIONADO";0;"0";0;0;0.0;0.0;1
806;10;"FILTRO DE AIRE ACONDICIONADO ";0;"0";0;0;0.0;0.0;1
807;10;"PASTILLAS TRASERAS  ";0;"0";-2;2;0.0;0.0;1
808;10;"GUARDA POLVO ";0;"0";-3;3;0.0;0.0;1
809;10;"GUARDA POLVO CAJA ORIGINAL";0;"0";0;0;0.0;0.0;1
810;10;"SOPORTE DE MOTOR SUPERIOR";0;"0";-3;3;0.0;0.0;1
811;10;"RETENES DE REPARTICI”N";0;"0";0;0;0.0;0.0;1
812;10;"SOPORTES  BARRA ESTABILIZADORA";0;"0";0;0;0.0;0.0;1
813;10;"INYECTORES  ORIGINALES";0;"0";0;0;0.0;0.0;1
814;10;" FILTRO DE ACEITE ";0;"0";0;0;0.0;0.0;1
815;10;"V¡LVULAS.";0;"0";0;0;0.0;0.0;1
816;10;"CAUCHOS.";0;"0";0;0;0.0;0.0;1
817;10;"EMPAQUETADURA .";0;"0";0;0;0.0;0.0;1
818;10;"CASQUETES.";0;"0";0;0;0.0;0.0;1
819;10;"MANGUERA Y ABRASADERA ";0;"0";0;0;0.0;0.0;1
820;10;"ACEITE Y FILTROS";0;"0";0;0;0.0;0.0;1
821;10;"SOPORTE INFERIOR CAJA";0;"0";-9;9;0.0;0.0;1
822;10;"FILTRO DE AIRE ACONDICIONADO ";0;"0";0;0;0.0;0.0;1
823;10;"TARRO DE FRENOS AT";0;"0";0;0;0.0;0.0;1
824;10;"TAPA FRONTAL DE BOMBA DE ACEITE";0;"0";0;0;0.0;0.0;1
825;10;"BOMBA DE ACEITE.";0;"0";0;0;0.0;0.0;1
826;10;"EMPAQUETADURA MOTOR ";0;"0";0;0;0.0;0.0;1
827;10;"CADENA BOMBA DE ACEITE";0;"0";0;0;0.0;0.0;1
828;10;"SENSOR VELOCIMETRO ";0;"0";-3;3;0.0;0.0;1
829;10;"RODAMIENTO DELANTERO IZQ.";0;"0";-5;5;0.0;0.0;1
830;10;"REFRIGERANTE Y  TUBO";0;"0";0;0;0.0;0.0;1
831;10;"RODAMIENTOS EXTERNOS";0;"0";0;0;0.0;0.0;1
832;10;"RODAMIENTOS INTERNOS ";0;"0";0;0;0.0;0.0;1
833;10;"ACEITE..";0;"0";0;0;0.0;0.0;1
834;10;"GRADUACI”N DE FRENOS ";0;"0";-4;4;0.0;0.0;1
835;10;"MANGUERAS.";0;"0";-2;2;0.0;0.0;1
836;10;"DOS REFRIGERANTES ";0;"0";-1;1;0.0;0.0;1
837;10;"UN CUARTO DE ACEITE";0;"0";0;0;0.0;0.0;1
838;10;"RODAMIENTO DELANTERO.";0;"0";0;0;0.0;0.0;1
839;10;"SELLOS DE VALVULAS";0;"0";-10;10;0.0;0.0;1
840;10;"PIÒONES EJE DE LEVAS";0;"0";0;0;0.0;0.0;1
841;10;"TAPONES EJE DE LEVAS ";0;"0";0;0;0.0;0.0;1
842;10;"CHELAD";0;"0";0;0;0.0;0.0;1
843;10;"TIJERA IZQUIERDA";0;"0";-7;7;0.0;0.0;1
844;10;"LIQUIDO.";0;"0";0;0;0.0;0.0;1
845;10;"MOGOLLAS";0;"0";0;0;0.0;0.0;1
846;10;"M O";0;"0";0;0;0.0;0.0;1
847;10;"ACEITE MOTOR 10W40Y FILTROS";0;"0";0;0;0.0;0.0;1
848;10;"JUEGO PISTONES";0;"0";-2;2;0.0;0.0;1
849;10;"PATIN TENSOR";0;"0";-1;1;0.0;0.0;1
850;10;"JUEGO BRONCES CAJA";0;"0";0;0;0.0;0.0;1
851;10;"KID REPARTICION";0;"0";0;0;0.0;0.0;1
852;10;"BATERIA.";0;"0";0;0;0.0;0.0;1
853;10;"REGULADOR.";0;"0";-4;4;0.0;0.0;1
854;10;"DISCOS.";0;"0";0;0;0.0;0.0;1
855;10;"BOBINA CHEVOLET";0;"0";0;0;0.0;0.0;1
856;10;"CAMISAS";0;"0";0;0;0.0;0.0;1
857;10;"PISTONES Y ANILLOS";0;"0";0;0;0.0;0.0;1
858;10;"SELLOS.";0;"0";-6;6;0.0;0.0;1
859;10;"PATIN.";0;"0";0;0;0.0;0.0;1
860;10;"PATIN ACCESORIOS";0;"0";-2;2;0.0;0.0;1
861;10;"PATÕN LOCO ACCESORIOS";0;"0";0;0;0.0;0.0;1
862;10;"CAJA DE DIRECCION.";0;"0";-1;1;0.0;0.0;1
863;10;"CONTROL DE CAMBIOS";0;"0";-2;2;0.0;0.0;1
864;10;"ACEITE HIDR¡ULICO.";0;"0";-25;25;0.0;0.0;1
865;10;"MEDIA LUNAS";0;"0";0;0;0.0;0.0;1
866;10;"MANGUERAS RADIADOR ";0;"0";-1;1;0.0;0.0;1
867;10;"GUARDAPOLVO EJE LADO CAJA ";0;"0";-3;3;0.0;0.0;1
868;10;"BUJES CONTROLES ESTABILIZADORAS ";0;"0";0;0;0.0;0.0;1
869;10;"ABRAZADERAS MANGUERAS";0;"0";0;0;0.0;0.0;1
870;10;" FILTRO DE AIRE.";0;"0";0;0;0.0;0.0;1
871;10;"AMORTIGUADOR IZQ DELANTERO";0;"0";-1;1;0.0;0.0;1
872;10;"EMPAQUETADURA TBI";0;"0";0;0;0.0;0.0;1
873;10;"EMPAQUETADURA CUERPO DE ACELERACION";0;"0";0;0;0.0;0.0;1
874;10;"GUARDAPOLVO Y CRUCETA";0;"0";0;0;0.0;0.0;1
875;10;"VOLANTE.";0;"0";-6;6;0.0;0.0;1
876;10;"CORREA COMPRESOR DE AIRE ACONDICIONADO";0;"0";0;0;0.0;0.0;1
877;10;"CORREA HIDR¡ULICO DE DIRECCION";0;"0";0;0;0.0;0.0;1
878;10;"GUAYA.";0;"0";0;0;0.0;0.0;1
879;10;"LLANTAS DELANTERAS";0;"0";-2;2;0.0;0.0;1
880;10;"POLEA.";0;"0";0;0;0.0;0.0;1
881;10;"CORREAS";0;"0";0;0;0.0;0.0;1
882;10;"SENSOR POTENCIOMETRO PEDAL";0;"0";0;0;0.0;0.0;1
883;10;"PREFILTROS INYECTORES";0;"0";0;0;0.0;0.0;1
884;10;"LAVADOR DE CUERPO DE ACELERACION";0;"0";0;0;0.0;0.0;1
885;10;"LAVADOR DE INYECTORES";0;"0";0;0;0.0;0.0;1
886;10;"FILTRO DE AIRE ACONDICIONADO ";0;"0";0;0;0.0;0.0;1
887;10;"BOMBA PRINCIPAL CLUTCH";0;"0";0;0;0.0;0.0;1
888;10;"BRAZOS DE DIRECCION";0;"0";0;0;0.0;0.0;1
889;10;"JUEGO DE PASTILLAS";0;"0";0;0;0.0;0.0;1
890;10;"SOPORTES AMORTIGUADOR";0;"0";0;0;0.0;0.0;1
891;10;"FLEXIBLE AMORTIGUADOR";0;"0";0;0;0.0;0.0;1
892;10;"BATERIA ACDELCO";0;"0";0;0;0.0;0.0;1
893;10;"FILTRO DE AIRE ACONDIONADO";0;"0";0;0;0.0;0.0;1
894;10;"SENSORES";0;"0";0;0;0.0;0.0;1
895;10;"¥FILTRO DE AIRE.";0;"0";0;0;0.0;0.0;1
896;10;"RETENEDOR TRANSVER";0;"0";0;0;0.0;0.0;1
897;10;"3-4 DE ACEITE";0;"0";0;0;0.0;0.0;1
898;10;"INSTALACION DE ALTA ORIGINAL";0;"0";-3;3;0.0;0.0;1
899;10;"RETENEDOR  ORIGINAL";0;"0";0;0;0.0;0.0;1
900;10;"PI—ON CORREA ORIGINAL";0;"0";0;0;0.0;0.0;1
901;10;"GUARDA POLVO EJE";0;"0";0;0;0.0;0.0;1
902;10;"SILICONA ULTRA GREY";0;"0";-2;2;0.0;0.0;1
903;10;"SENSOR POSICION EJE ELEVAS";0;"0";0;0;0.0;0.0;1
904;10;"BOMBILLO W21-5W 12V";0;"0";0;0;0.0;0.0;1
905;10;"FILTRO DE AIRE ACONDICIONADO";0;"0";0;0;0.0;0.0;1
906;10;"FILTRO DE AIRE ACONDICIONADO";0;"0";0;0;0.0;0.0;1
907;10;"TAPONES EJE LEVAS ORIG";0;"0";-1;1;0.0;0.0;1
908;10;"SELLOS ORGINALES";0;"0";0;0;0.0;0.0;1
909;10;"RODAMIENTO DELANTERO IZQUIERDO. ";0;"0";-10;10;0.0;0.0;1
910;10;"ACEDELCO 5W30 ";0;"0";0;0;0.0;0.0;1
911;10;"SILICONA GRIS";0;"0";0;0;0.0;0.0;1
912;10;"SELLANTE EMPAQUES ";0;"0";0;0;0.0;0.0;1
913;10;"CAMBIO EMPAQUE CULATA";0;"0";0;0;0.0;0.0;1
914;10;"WCHEL 50";0;"0";0;0;0.0;0.0;1
915;10;"MANGUERAS Y ABRAZADERAS";0;"0";0;0;0.0;0.0;1
916;10;"4 BUJES TIJERAS";0;"0";0;0;0.0;0.0;1
917;10;"2 BASES AMORTIGUADORES";0;"0";0;0;0.0;0.0;1
918;10;"KIT DE SINCRONIZACI”N ";0;"0";0;0;0.0;0.0;1
919;10;"2 AMORTIGUADORES TRASEROS ";0;"0";-4;4;0.0;0.0;1
920;10;" 4 BUJIAS";0;"0";0;0;0.0;0.0;1
921;10;"AMORTIGUADOR DELANTERO DERECHO ";0;"0";0;0;0.0;0.0;1
922;10;"12 BUJES MUELLE";0;"0";0;0;0.0;0.0;1
923;10;"COMPENSADOR DIRECCION";0;"0";0;0;0.0;0.0;1
924;10;"BOMBA DE INYECCION";0;"0";-1;1;0.0;0.0;1
925;10;"DOS RODAMIENTOS DELANTEROS";0;"0";0;0;0.0;0.0;1
926;10;"2 RETENEDORES";0;"0";0;0;0.0;0.0;1
927;10;"DEP”SITO DE AGUA Y TAPA";0;"0";0;0;0.0;0.0;1
928;10;"JUEGO TAPONES";0;"0";0;0;0.0;0.0;1
929;10;"LIGAS CUERPO MARIPOSA";0;"0";0;0;0.0;0.0;1
930;10;"ROTULA.";0;"0";0;0;0.0;0.0;1
931;10;"BRAZO AXIAL";0;"0";-1;1;0.0;0.0;1
932;10;"BRAZO AXIAL IZQ";0;"0";-4;4;0.0;0.0;1
933;10;"CAMBERES";0;"0";0;0;0.0;0.0;1
934;10;" 2 INYECTORES";0;"0";0;0;0.0;0.0;1
935;10;"SENSOR MOTOVENTILADOR ";0;"0";0;0;0.0;0.0;1
936;10;"RODAMIENTOS AMORTIGUADOR ";0;"0";-38;38;0.0;0.0;1
937;10;"CUERPO MARIPOSA.";0;"0";-2;2;0.0;0.0;1
938;10;"CAMBER RUEDA IZQ";0;"0";0;0;0.0;0.0;1
939;10;"FILTRO DE AIRE ACONDICIONADO ";0;"0";0;0;0.0;0.0;1
940;10;"ABRAZADERA.";0;"0";-13;13;0.0;0.0;1
941;10;"MANGUERA CALEFACCI”N  ";0;"0";-7;7;0.0;0.0;1
942;10;"TIJERA DERECHA";0;"0";-17;17;0.0;0.0;1
943;10;"BRAZO AXIAL DELANTEROS";0;"0";0;0;0.0;0.0;1
944;10;"TERMINAL DIRECCION LADO IZQ";0;"0";-1;1;0.0;0.0;1
945;10;"BRAZO AXIAL DERECHO";0;"0";-10;10;0.0;0.0;1
946;10;"MOGOLLA AMORTIGUADOR ";0;"0";0;0;0.0;0.0;1
947;10;"ACEITE MOTOR 10W40Y FILTROS ";0;"0";0;0;0.0;0.0;1
948;10;"SOPORTE MOTOR DERECHO";0;"0";0;0;0.0;0.0;1
949;10;"FILTRO DE COMBUSTIBLE";0;"0";-1;1;0.0;0.0;1
950;10;"DISCOS FRENOS ORIGINALES ";0;"0";0;0;0.0;0.0;1
951;10;"BOOSTER DE FRENOS ";0;"0";0;0;0.0;0.0;1
952;10;"FILTRO.";0;"0";0;0;0.0;0.0;1
953;10;"DOS MUÒECOS DELANTEROS";0;"0";-4;4;0.0;0.0;1
954;10;"MUÒECOS TRASEROS ";0;"0";-7;7;0.0;0.0;1
955;10;"MU—ECOS DELANTEROS.";0;"0";-29;29;0.0;0.0;1
956;10;"MU—ECO DELANTERO IZQUIERDO";0;"0";0;0;0.0;0.0;1
957;10;"REFRIGERANTE 4/4";0;"0";0;0;0.0;0.0;1
958;10;"BASE TERMOSTATO PLASTICO";0;"0";0;0;0.0;0.0;1
959;10;"TAPA FRASCO ORIGINAL ";0;"0";0;0;0.0;0.0;1
960;10;"BATERÕA 30K";0;"0";0;0;0.0;0.0;1
961;10;"PARTES EL…CTRICAS CABLES Y BORNES";0;"0";0;0;0.0;0.0;1
962;10;"ACEITE MOTOR ,FILTRO DE COMBUSTIBLE Y ACEITE ";0;"0";0;0;0.0;0.0;1
963;10;"CAMBIO DE ACEITE";0;"0";0;0;0.0;0.0;1
964;10;"ARRANQUE";0;"0";-1;1;0.0;0.0;1
965;10;"SWITCH";0;"0";0;0;0.0;0.0;1
966;10;"FILTRO COMBUSTIBLE ";0;"0";-2;2;0.0;0.0;1
967;10;"ACEITE MOTOR 20W50 Y FILTROS ";0;"0";0;0;0.0;0.0;1
968;10;"ACEITE MOTOR 15W40 ELF  Y FILTROS ";0;"0";0;0;0.0;0.0;1
969;10;"BRAZOS AXIAL";0;"0";-2;2;0.0;0.0;1
970;10;"EMPAQUETADURA CARBURADOR";0;"0";0;0;0.0;0.0;1
971;10;"REGULADOR PRESION GASOLINA";0;"0";0;0;0.0;0.0;1
972;10;"PERA DE TEMPERATURA ";0;"0";-2;2;0.0;0.0;1
973;10;"RETENEDOR CAJA";0;"0";0;0;0.0;0.0;1
974;10;"AMORTIGUADOR DELANTERO IZQ";0;"0";-2;2;0.0;0.0;1
975;10;"CACHO DELANTERO IZQ";0;"0";0;0;0.0;0.0;1
976;10;"ESCOBILLA.";0;"0";0;0;0.0;0.0;1
977;10;"LIMPIADOR ELECTR”NICO";0;"0";-2;2;0.0;0.0;1
978;10;"MANGUERA Y TAP”N";0;"0";0;0;0.0;0.0;1
979;10;"ACEITE MOTOR  20W50ELF Y FILTROS";0;"0";0;0;0.0;0.0;1
980;10;"KIT DE REPARTICION DUSTER 1.6";0;"0";-6;6;0.0;0.0;1
981;10;"SOPORTE MOTOR SUPERIOR ";0;"0";-4;4;0.0;0.0;1
982;10;"ACEITE MOTOR 10W30 Y FILTROS ";0;"0";0;0;0.0;0.0;1
983;10;"SOPORTE CHANCLETA ";0;"0";-1;1;0.0;0.0;1
984;10;"BRAZOS MU—ECOS ESTABILIZADORA ";0;"0";0;0;0.0;0.0;1
985;10;"BATERÕA WLLARD";0;"0";0;0;0.0;0.0;1
986;10;"TINER";0;"0";0;0;0.0;0.0;1
987;10;"DISCOS DE FRENOS DUSTER.";0;"0";0;0;0.0;0.0;1
988;10;"GUARDAPOLVO EJE .";0;"0";-2;2;0.0;0.0;1
989;10;"SOPORTE  MOTOR";0;"0";0;0;0.0;0.0;1
990;10;"RETENEDOR ARBOL DE LEVAS ";0;"0";0;0;0.0;0.0;1
991;10;"TAPONES DE REPARTICI”N";0;"0";0;0;0.0;0.0;1
992;10;"AUTOM¡TICOS FRENOS TRASEROS ";0;"0";0;0;0.0;0.0;1
993;10;"RETENEDOR TRANSVEF";0;"0";0;0;0.0;0.0;1
994;10;"RETENEDOR TRANSFER";0;"0";-4;4;0.0;0.0;1
995;10;"RETENEDORES EJES";0;"0";0;0;0.0;0.0;1
996;10;"CARCASA Y TERMOSTATO";0;"0";0;0;0.0;0.0;1
997;10;"CAUCHOS CENTRALES ESTABILIZADORES ";0;"0";0;0;0.0;0.0;1
998;10;" 4AMORTIGUADORES";0;"0";0;0;0.0;0.0;1
